"","attractor","state","IFNG_e","GMCSF_e","IL1B_e","IC_e","LPS_e","NECA_e","EGFR_e","IL4_e","IL6_e","IL10_e","STAT1","STAT5","IL1R","IL12_out","FCGR","NFKB","VEGF_out","TLR4","IL6_out","KLF4","STAT6","IL10_out","SOCS1","PPARG","STAT3_IL6","STAT3_IL10","SOCS3","IL6R","IL10R","cell.type"
"6026",2345,2,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6027",2345,3,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6028",2345,4,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6029",2345,5,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6030",2345,6,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6031",2346,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6032",2346,2,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6033",2346,3,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6034",2346,4,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6035",2346,5,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6036",2346,6,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6037",2347,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6038",2347,2,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6039",2347,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6040",2347,4,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6041",2347,5,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6042",2347,6,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6043",2348,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6044",2348,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6045",2348,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6046",2348,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6047",2348,5,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6048",2348,6,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6049",2349,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6050",2349,2,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6051",2349,3,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6052",2349,4,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6053",2349,5,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6054",2349,6,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6055",2350,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6056",2350,2,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6057",2350,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6058",2350,4,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6059",2350,5,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6060",2350,6,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6061",2351,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6062",2351,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6063",2351,3,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6064",2351,4,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6065",2351,5,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6066",2351,6,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6067",2352,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6068",2352,2,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6069",2352,3,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6070",2352,4,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6071",2352,5,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6072",2352,6,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6073",2353,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6074",2353,2,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6075",2353,3,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6076",2353,4,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6077",2353,5,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6078",2353,6,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6079",2354,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6080",2354,2,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6081",2354,3,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6082",2354,4,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6083",2354,5,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6084",2354,6,1,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6085",2355,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6086",2355,2,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6087",2355,3,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6088",2355,4,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6089",2355,5,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6090",2355,6,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6091",2356,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6092",2356,2,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6093",2356,3,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6094",2356,4,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6095",2356,5,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6096",2356,6,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6097",2357,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6098",2357,2,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6099",2357,3,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6100",2357,4,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6101",2357,5,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6102",2357,6,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6103",2358,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6104",2358,2,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6105",2358,3,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6106",2358,4,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6107",2358,5,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6108",2358,6,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6109",2359,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6110",2359,2,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6111",2359,3,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6112",2359,4,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6113",2359,5,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6114",2359,6,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6115",2360,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6116",2360,2,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6117",2360,3,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6118",2360,4,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6119",2360,5,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6120",2360,6,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6121",2361,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6122",2361,2,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6123",2361,3,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6124",2361,4,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6125",2361,5,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6126",2361,6,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6127",2362,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6128",2362,2,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6129",2362,3,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6130",2362,4,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6131",2362,5,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6132",2362,6,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6133",2363,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6134",2363,2,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6135",2363,3,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6136",2363,4,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6137",2363,5,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6138",2363,6,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6139",2364,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6140",2364,2,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6141",2364,3,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6142",2364,4,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6143",2364,5,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6144",2364,6,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6145",2365,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6146",2365,2,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6147",2365,3,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6148",2365,4,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6149",2365,5,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6150",2365,6,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6151",2366,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6152",2366,2,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6153",2366,3,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6154",2366,4,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6155",2366,5,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6156",2366,6,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6157",2367,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6158",2367,2,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6159",2367,3,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6160",2367,4,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6161",2367,5,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6162",2367,6,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6163",2368,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6164",2368,2,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6165",2368,3,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6166",2368,4,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6167",2368,5,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6168",2368,6,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6169",2369,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6170",2369,2,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6171",2369,3,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6172",2369,4,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,"M1__/M1__/M1__/M1__/M1__/M1__"
"6173",2369,5,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,"M1__/M1__/M1__/M1__/M1__/M1__"
