"","attractor","state","IFNG_e","GMCSF_e","IL1B_e","IC_e","LPS_e","NECA_e","EGFR_e","IL4_e","IL6_e","IL10_e","STAT1","STAT5","IL1R","IL12_out","FCGR","NFKB","VEGF_out","TLR4","IL6_out","KLF4","STAT6","IL10_out","SOCS1","PPARG","STAT3_IL6","STAT3_IL10","SOCS3","IL6R","IL10R","cell.type"
"4537",2097,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4538",2097,2,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4539",2097,3,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4540",2097,4,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4541",2097,5,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4542",2097,6,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4543",2098,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4544",2098,2,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4545",2098,3,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4546",2098,4,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4547",2098,5,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4548",2098,6,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4549",2099,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4550",2099,2,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4551",2099,3,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4552",2099,4,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4553",2099,5,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4554",2099,6,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4555",2100,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4556",2100,2,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4557",2100,3,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4558",2100,4,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4559",2100,5,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4560",2100,6,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4561",2101,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4562",2101,2,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4563",2101,3,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4564",2101,4,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4565",2101,5,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4566",2101,6,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4567",2102,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4568",2102,2,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4569",2102,3,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4570",2102,4,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4571",2102,5,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4572",2102,6,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4573",2103,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4574",2103,2,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4575",2103,3,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4576",2103,4,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4577",2103,5,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4578",2103,6,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4579",2104,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4580",2104,2,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4581",2104,3,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4582",2104,4,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4583",2104,5,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4584",2104,6,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4585",2105,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4586",2105,2,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4587",2105,3,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4588",2105,4,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4589",2105,5,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4590",2105,6,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4591",2106,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4592",2106,2,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4593",2106,3,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4594",2106,4,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4595",2106,5,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4596",2106,6,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4597",2107,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4598",2107,2,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4599",2107,3,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4600",2107,4,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4601",2107,5,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4602",2107,6,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4603",2108,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4604",2108,2,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4605",2108,3,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4606",2108,4,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4607",2108,5,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4608",2108,6,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4609",2109,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4610",2109,2,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4611",2109,3,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4612",2109,4,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4613",2109,5,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4614",2109,6,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4615",2110,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4616",2110,2,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4617",2110,3,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4618",2110,4,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4619",2110,5,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4620",2110,6,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4621",2111,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4622",2111,2,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4623",2111,3,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4624",2111,4,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4625",2111,5,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4626",2111,6,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4627",2112,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4628",2112,2,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4629",2112,3,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4630",2112,4,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4631",2112,5,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4632",2112,6,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4633",2113,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4634",2113,2,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4635",2113,3,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4636",2113,4,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4637",2113,5,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4638",2113,6,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4639",2114,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4640",2114,2,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4641",2114,3,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4642",2114,4,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4643",2114,5,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4644",2114,6,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4645",2115,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4646",2115,2,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4647",2115,3,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4648",2115,4,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4649",2115,5,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4650",2115,6,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4651",2116,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4652",2116,2,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4653",2116,3,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4654",2116,4,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4655",2116,5,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4656",2116,6,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4657",2117,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4658",2117,2,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4659",2117,3,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4660",2117,4,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4661",2117,5,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4662",2117,6,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4663",2118,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4664",2118,2,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4665",2118,3,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4666",2118,4,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4667",2118,5,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4668",2118,6,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4669",2119,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4670",2119,2,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4671",2119,3,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4672",2119,4,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4673",2119,5,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4674",2119,6,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
"4675",2120,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,"M2b__/M2b__/M2b__/M2b__/M2b__/M2b__"
