"attractor","state","label"
1661,157747508,"M2b*"
1662,426002740,"M2b*"
1662,426182964,"M2b*"
1663,23349556,"M2b*"
1663,23529780,"M2b*"
1664,291785012,"M2b*"
1664,291965236,"M2b*"
1665,31738164,"M2b*"
1665,31918388,"M2b*"
1666,300173620,"M2b*"
1666,300353844,"M2b*"
1667,165955892,"M2b*"
1667,166136116,"M2b*"
1668,434391348,"M2b*"
1668,434571572,"M2b*"
1669,199510324,"M2b*"
1669,199690548,"M2b*"
1670,467945780,"M2b*"
1670,468126004,"M2b*"
1671,65292596,"M2b*"
1671,65472820,"M2b*"
1672,333728052,"M2b*"
1672,333908276,"M2b*"
1673,48515380,"M2b*"
1673,48695604,"M2b*"
1674,316950836,"M2b*"
1674,317131060,"M2b*"
1675,182733108,"M2b*"
1675,182913332,"M2b*"
1676,451168564,"M2b*"
1676,451348788,"M2b*"
1677,149178676,"M2b*"
1677,149358900,"M2b*"
1678,417614132,"M2b*"
1678,417794356,"M2b*"
1679,14960948,"M2b*"
1679,15141172,"M2b*"
1680,283396404,"M2b*"
1680,283576628,"M2b*"
1681,12863796,"M2b*"
1681,13044020,"M2b*"
1682,281299252,"M2b*"
1682,281479476,"M2b*"
1683,147081524,"M2b*"
1683,147261748,"M2b*"
1684,415516980,"M2b*"
1684,415697204,"M2b*"
1685,180635956,"M2b*"
1685,180816180,"M2b*"
1686,449071412,"M2b*"
1686,449251636,"M2b*"
1687,46418228,"M2b*"
1687,46598452,"M2b*"
1688,314853684,"M2b*"
1688,315033908,"M2b*"
1689,63195444,"M2b*"
1689,63375668,"M2b*"
1690,331630900,"M2b*"
1690,331811124,"M2b*"
1691,197413172,"M2b*"
1691,197593396,"M2b*"
1692,465848628,"M2b*"
1692,466028852,"M2b*"
1693,163858740,"M2b*"
1693,164038964,"M2b*"
1694,432294196,"M2b*"
1694,432474420,"M2b*"
1695,29641012,"M2b*"
1695,29821236,"M2b*"
1696,298076468,"M2b*"
1696,298256692,"M2b*"
1697,18450433,"M2c*"
1697,18679809,"M2c*"
1697,18644995,"M2c*"
1698,52004865,"M2c*"
1698,52234241,"M2c*"
1698,52199427,"M2c*"
1699,35227649,"M2c*"
1699,35457025,"M2c*"
1699,35422211,"M2c*"
1700,1673217,"M2c*"
1700,1902593,"M2c*"
1700,1867779,"M2c*"
1701,5867521,"M2c*"
1701,6096897,"M2c*"
1701,6062083,"M2c*"
1702,39421953,"M2c*"
1702,39651329,"M2c*"
1702,39616515,"M2c*"
1703,56199169,"M2c*"
1703,56428545,"M2c*"
1703,56393731,"M2c*"
1704,22644737,"M2c*"
1704,22874113,"M2c*"
1704,22839299,"M2c*"
1705,21596161,"M2c*"
1705,21825537,"M2c*"
1705,21790721,"M2c*"
1706,55150593,"M2c*"
1706,55379969,"M2c*"
1706,55345153,"M2c*"
1707,38373377,"M2c*"
1707,38602753,"M2c*"
1707,38567937,"M2c*"
1708,4818945,"M2c*"
1708,5048321,"M2c*"
1708,5013505,"M2c*"
1709,624641,"M2c*"
1709,854017,"M2c*"
1709,819201,"M2c*"
1710,34179073,"M2c*"
1710,34408449,"M2c*"
1710,34373633,"M2c*"
1711,50956289,"M2c*"
1711,51185665,"M2c*"
1711,51150849,"M2c*"
1712,17401857,"M2c*"
1712,17631233,"M2c*"
1712,17596417,"M2c*"
1713,18382859,"M1M2*"
1713,18417665,"M1M2*"
1713,18612227,"M1M2*"
1714,51937291,"M1M2*"
1714,51972097,"M1M2*"
1714,52166659,"M1M2*"
1715,35160075,"M1M2*"
1715,35194881,"M1M2*"
1715,35389443,"M1M2*"
1716,1605643,"M1M2*"
1716,1640449,"M1M2*"
1716,1835011,"M1M2*"
1717,5799947,"M1M2*"
1717,5834753,"M1M2*"
1717,6029315,"M1M2*"
1718,39354379,"M1M2*"
1718,39389185,"M1M2*"
1718,39583747,"M1M2*"
1719,56131595,"M1M2*"
1719,56166401,"M1M2*"
1719,56360963,"M1M2*"
1720,22577163,"M1M2*"
1720,22611969,"M1M2*"
1720,22806531,"M1M2*"
1721,21528577,"M2*"
1721,21563393,"M2*"
1721,21757953,"M2*"
1722,55083009,"M2*"
1722,55117825,"M2*"
1722,55312385,"M2*"
1723,38305793,"M2*"
1723,38340609,"M2*"
1723,38535169,"M2*"
1724,4751361,"M2*"
1724,4786177,"M2*"
1724,4980737,"M2*"
1725,557057,"M2*"
1725,591873,"M2*"
1725,786433,"M2*"
1726,34111489,"M2*"
1726,34146305,"M2*"
1726,34340865,"M2*"
1727,50888705,"M2*"
1727,50923521,"M2*"
1727,51118081,"M2*"
1728,17334273,"M2*"
1728,17369089,"M2*"
1728,17563649,"M2*"
1729,1148928,"M2c*"
1729,1378304,"M2c*"
1729,1343490,"M2c*"
1730,34703360,"M2c*"
1730,34932736,"M2c*"
1730,34897922,"M2c*"
1731,51480576,"M2c*"
1731,51709952,"M2c*"
1731,51675138,"M2c*"
1732,17926144,"M2c*"
1732,18155520,"M2c*"
1732,18120706,"M2c*"
1733,22120448,"M2c*"
1733,22349824,"M2c*"
1733,22315010,"M2c*"
1734,55674880,"M2c*"
1734,55904256,"M2c*"
1734,55869442,"M2c*"
1735,38897664,"M2c*"
1735,39127040,"M2c*"
1735,39092226,"M2c*"
1736,5343232,"M2c*"
1736,5572608,"M2c*"
1736,5537794,"M2c*"
1737,5275650,"M2*"
1737,5310464,"M2*"
1737,5505026,"M2*"
1738,38830082,"M2*"
1738,38864896,"M2*"
1738,39059458,"M2*"
1739,55607298,"M2*"
1739,55642112,"M2*"
1739,55836674,"M2*"
1740,22052866,"M2*"
1740,22087680,"M2*"
1740,22282242,"M2*"
1741,17858562,"M2*"
1741,17893376,"M2*"
1741,18087938,"M2*"
1742,51412994,"M2*"
1742,51447808,"M2*"
1742,51642370,"M2*"
1743,34635778,"M2*"
1743,34670592,"M2*"
1743,34865154,"M2*"
1744,1081346,"M2*"
1744,1116160,"M2*"
1744,1310722,"M2*"
1745,4294656,"M2c*"
1745,4524032,"M2c*"
1745,4489216,"M2c*"
1746,37849088,"M2c*"
1746,38078464,"M2c*"
1746,38043648,"M2c*"
1747,54626304,"M2c*"
1747,54855680,"M2c*"
1747,54820864,"M2c*"
1748,21071872,"M2c*"
1748,21301248,"M2c*"
1748,21266432,"M2c*"
1749,16877568,"M2c*"
1749,17106944,"M2c*"
1749,17072128,"M2c*"
1750,50432000,"M2c*"
1750,50661376,"M2c*"
1750,50626560,"M2c*"
1751,33654784,"M2c*"
1751,33884160,"M2c*"
1751,33849344,"M2c*"
1752,100352,"M2c*"
1752,329728,"M2c*"
1752,294912,"M2c*"
1753,32768,"M2*"
1753,67584,"M2*"
1753,262144,"M2*"
1754,33587200,"M2*"
1754,33622016,"M2*"
1754,33816576,"M2*"
1755,50364416,"M2*"
1755,50399232,"M2*"
1755,50593792,"M2*"
1756,16809984,"M2*"
1756,16844800,"M2*"
1756,17039360,"M2*"
1757,21004288,"M2*"
1757,21039104,"M2*"
1757,21233664,"M2*"
1758,54558720,"M2*"
1758,54593536,"M2*"
1758,54788096,"M2*"
1759,37781504,"M2*"
1759,37816320,"M2*"
1759,38010880,"M2*"
1760,4227072,"M2*"
1760,4261888,"M2*"
1760,4456448,"M2*"
1761,9013637,"M2b*"
1761,9242753,"M2b*"
1761,9207969,"M2b*"
1762,10062213,"M2b*"
1762,10291329,"M2b*"
1762,10256547,"M2b*"
1763,25790917,"M2d*"
1763,26020033,"M2d*"
1763,25985249,"M2d*"
1764,26839493,"M2d*"
1764,27068609,"M2d*"
1764,27033827,"M2d*"
1765,25266628,"M2d*"
1765,25495744,"M2d*"
1765,25460960,"M2d*"
1766,26315204,"M2d*"
1766,26544320,"M2d*"
1766,26509538,"M2d*"
1767,8489348,"M2b*"
1767,8718464,"M2b*"
1767,8683680,"M2b*"
1768,9537924,"M2b*"
1768,9767040,"M2b*"
1768,9732258,"M2b*"
1769,11635076,"M2b*"
1769,11864196,"M2b*"
1769,11829414,"M2b*"
1770,28412356,"M2d*"
1770,28641476,"M2d*"
1770,28606694,"M2d*"
1771,27363780,"M2d*"
1771,27592900,"M2d*"
1771,27558116,"M2d*"
1772,10586500,"M2b*"
1772,10815620,"M2b*"
1772,10780836,"M2b*"
1773,12159365,"M2b*"
1773,12388485,"M2b*"
1773,12353703,"M2b*"
1774,28936645,"M2d*"
1774,29165765,"M2d*"
1774,29130983,"M2d*"
1775,27888069,"M2d*"
1775,28117189,"M2d*"
1775,28082405,"M2d*"
1776,11110789,"M2b*"
1776,11339909,"M2b*"
1776,11305125,"M2b*"
1777,3770629,"M2b*"
1777,3999749,"M2b*"
1777,3964967,"M2b*"
1778,20547845,"M2b*"
1778,20776965,"M2b*"
1778,20742183,"M2b*"
1779,2722053,"M2b*"
1779,2951173,"M2b*"
1779,2916389,"M2b*"
1780,19499269,"M2b*"
1780,19728389,"M2b*"
1780,19693605,"M2b*"
1781,3246340,"M2b*"
1781,3475460,"M2b*"
1781,3440678,"M2b*"
1782,20023556,"M2b*"
1782,20252676,"M2b*"
1782,20217894,"M2b*"
1783,18974980,"M2b*"
1783,19204100,"M2b*"
1783,19169316,"M2b*"
1784,2197764,"M2b*"
1784,2426884,"M2b*"
1784,2392100,"M2b*"
1785,27787757,"M1M2*"
1785,27918829,"M1M2*"
1785,27935213,"M1M2*"
1785,28000749,"M1M2*"
1785,27869677,"M1M2*"
1785,27853293,"M1M2*"
1786,162005485,"M1M2*"
1786,162136557,"M1M2*"
1786,162152941,"M1M2*"
1786,162218477,"M1M2*"
1786,162087405,"M1M2*"
1786,162071021,"M1M2*"
1787,61342189,"M1M2*"
1787,61473261,"M1M2*"
1787,61489645,"M1M2*"
1787,61555181,"M1M2*"
1787,61424109,"M1M2*"
1787,61407725,"M1M2*"
1788,195559917,"M1M2*"
1788,195690989,"M1M2*"
1788,195707373,"M1M2*"
1788,195772909,"M1M2*"
1788,195641837,"M1M2*"
1788,195625453,"M1M2*"
1789,59245037,"M1M2*"
1789,59376109,"M1M2*"
1789,59392493,"M1M2*"
1789,59458029,"M1M2*"
1789,59326957,"M1M2*"
1789,59310573,"M1M2*"
1790,193462765,"M1M2*"
1790,193593837,"M1M2*"
1790,193610221,"M1M2*"
1790,193675757,"M1M2*"
1790,193544685,"M1M2*"
1790,193528301,"M1M2*"
1791,25690605,"M1M2*"
1791,25821677,"M1M2*"
1791,25838061,"M1M2*"
1791,25903597,"M1M2*"
1791,25772525,"M1M2*"
1791,25756141,"M1M2*"
1792,159908333,"M1M2*"
1792,160039405,"M1M2*"
1792,160055789,"M1M2*"
1792,160121325,"M1M2*"
1792,159990253,"M1M2*"
1792,159973869,"M1M2*"
1793,8913325,"M1*"
1793,9044397,"M1*"
1793,9060781,"M1*"
1793,9126317,"M1*"
1793,8995245,"M1*"
1793,8978861,"M1*"
1794,143131053,"M1*"
1794,143262125,"M1*"
1794,143278509,"M1*"
1794,143344045,"M1*"
1794,143212973,"M1*"
1794,143196589,"M1*"
1795,42467757,"M1*"
1795,42598829,"M1*"
1795,42615213,"M1*"
1795,42680749,"M1*"
1795,42549677,"M1*"
1795,42533293,"M1*"
1796,176685485,"M1*"
1796,176816557,"M1*"
1796,176832941,"M1*"
1796,176898477,"M1*"
1796,176767405,"M1*"
1796,176751021,"M1*"
1797,44564909,"M1*"
1797,44695981,"M1*"
1797,44712365,"M1*"
1797,44777901,"M1*"
1797,44646829,"M1*"
1797,44630445,"M1*"
1798,178782637,"M1*"
1798,178913709,"M1*"
1798,178930093,"M1*"
1798,178995629,"M1*"
1798,178864557,"M1*"
1798,178848173,"M1*"
1799,11010477,"M1*"
1799,11141549,"M1*"
1799,11157933,"M1*"
1799,11223469,"M1*"
1799,11092397,"M1*"
1799,11076013,"M1*"
1800,145228205,"M1*"
1800,145359277,"M1*"
1800,145375661,"M1*"
1800,145441197,"M1*"
1800,145310125,"M1*"
1800,145293741,"M1*"
1801,163054063,"M1M2*"
1801,163185135,"M1M2*"
1801,163201519,"M1M2*"
1801,163267055,"M1M2*"
1801,163135983,"M1M2*"
1801,163119599,"M1M2*"
1802,28836335,"M1M2*"
1802,28967407,"M1M2*"
1802,28983791,"M1M2*"
1802,29049327,"M1M2*"
1802,28918255,"M1M2*"
1802,28901871,"M1M2*"
1803,196608495,"M1M2*"
1803,196739567,"M1M2*"
1803,196755951,"M1M2*"
1803,196821487,"M1M2*"
1803,196690415,"M1M2*"
1803,196674031,"M1M2*"
1804,62390767,"M1M2*"
1804,62521839,"M1M2*"
1804,62538223,"M1M2*"
1804,62603759,"M1M2*"
1804,62472687,"M1M2*"
1804,62456303,"M1M2*"
1805,194511343,"M1M2*"
1805,194642415,"M1M2*"
1805,194658799,"M1M2*"
1805,194724335,"M1M2*"
1805,194593263,"M1M2*"
1805,194576879,"M1M2*"
1806,60293615,"M1M2*"
1806,60424687,"M1M2*"
1806,60441071,"M1M2*"
1806,60506607,"M1M2*"
1806,60375535,"M1M2*"
1806,60359151,"M1M2*"
1807,160956911,"M1M2*"
1807,161087983,"M1M2*"
1807,161104367,"M1M2*"
1807,161169903,"M1M2*"
1807,161038831,"M1M2*"
1807,161022447,"M1M2*"
1808,26739183,"M1M2*"
1808,26870255,"M1M2*"
1808,26886639,"M1M2*"
1808,26952175,"M1M2*"
1808,26821103,"M1M2*"
1808,26804719,"M1M2*"
1809,9961903,"M1*"
1809,10092975,"M1*"
1809,10109359,"M1*"
1809,10174895,"M1*"
1809,10043823,"M1*"
1809,10027439,"M1*"
1810,144179631,"M1*"
1810,144310703,"M1*"
1810,144327087,"M1*"
1810,144392623,"M1*"
1810,144261551,"M1*"
1810,144245167,"M1*"
1811,43516335,"M1*"
1811,43647407,"M1*"
1811,43663791,"M1*"
1811,43729327,"M1*"
1811,43598255,"M1*"
1811,43581871,"M1*"
1812,177734063,"M1*"
1812,177865135,"M1*"
1812,177881519,"M1*"
1812,177947055,"M1*"
1812,177815983,"M1*"
1812,177799599,"M1*"
1813,45613487,"M1*"
1813,45744559,"M1*"
1813,45760943,"M1*"
1813,45826479,"M1*"
1813,45695407,"M1*"
1813,45679023,"M1*"
1814,179831215,"M1*"
1814,179962287,"M1*"
1814,179978671,"M1*"
1814,180044207,"M1*"
1814,179913135,"M1*"
1814,179896751,"M1*"
1815,12059055,"M1*"
1815,12190127,"M1*"
1815,12206511,"M1*"
1815,12272047,"M1*"
1815,12140975,"M1*"
1815,12124591,"M1*"
1816,146276783,"M1*"
1816,146407855,"M1*"
1816,146424239,"M1*"
1816,146489775,"M1*"
1816,146358703,"M1*"
1816,146342319,"M1*"
1817,139985199,"M1*"
1817,140116271,"M1*"
1817,140132655,"M1*"
1817,140198191,"M1*"
1817,140067119,"M1*"
1817,140050735,"M1*"
1818,5767471,"M1*"
1818,5898543,"M1*"
1818,5914927,"M1*"
1818,5980463,"M1*"
1818,5849391,"M1*"
1818,5833007,"M1*"
1819,173539631,"M1*"
1819,173670703,"M1*"
1819,173687087,"M1*"
1819,173752623,"M1*"
1819,173621551,"M1*"
1819,173605167,"M1*"
1820,39321903,"M1*"
1820,39452975,"M1*"
1820,39469359,"M1*"
1820,39534895,"M1*"
1820,39403823,"M1*"
1820,39387439,"M1*"
1821,190316847,"M1*"
1821,190447919,"M1*"
1821,190464303,"M1*"
1821,190529839,"M1*"
1821,190398767,"M1*"
1821,190382383,"M1*"
1822,56099119,"M1*"
1822,56230191,"M1*"
1822,56246575,"M1*"
1822,56312111,"M1*"
1822,56181039,"M1*"
1822,56164655,"M1*"
1823,156762415,"M1*"
1823,156893487,"M1*"
1823,156909871,"M1*"
1823,156975407,"M1*"
1823,156844335,"M1*"
1823,156827951,"M1*"
1824,22544687,"M1*"
1824,22675759,"M1*"
1824,22692143,"M1*"
1824,22757679,"M1*"
1824,22626607,"M1*"
1824,22610223,"M1*"
1825,169345327,"M1*"
1825,169476399,"M1*"
1825,169492783,"M1*"
1825,169558319,"M1*"
1825,169427247,"M1*"
1825,169410863,"M1*"
1826,35127599,"M1*"
1826,35258671,"M1*"
1826,35275055,"M1*"
1826,35340591,"M1*"
1826,35209519,"M1*"
1826,35193135,"M1*"
1827,135790895,"M1*"
1827,135921967,"M1*"
1827,135938351,"M1*"
1827,136003887,"M1*"
1827,135872815,"M1*"
1827,135856431,"M1*"
1828,1573167,"M1*"
1828,1704239,"M1*"
1828,1720623,"M1*"
1828,1786159,"M1*"
1828,1655087,"M1*"
1828,1638703,"M1*"
1829,152568111,"M1*"
1829,152699183,"M1*"
1829,152715567,"M1*"
1829,152781103,"M1*"
1829,152650031,"M1*"
1829,152633647,"M1*"
1830,18350383,"M1*"
1830,18481455,"M1*"
1830,18497839,"M1*"
1830,18563375,"M1*"
1830,18432303,"M1*"
1830,18415919,"M1*"
1831,186122543,"M1*"
1831,186253615,"M1*"
1831,186269999,"M1*"
1831,186335535,"M1*"
1831,186204463,"M1*"
1831,186188079,"M1*"
1832,51904815,"M1*"
1832,52035887,"M1*"
1832,52052271,"M1*"
1832,52117807,"M1*"
1832,51986735,"M1*"
1832,51970351,"M1*"
1833,188219695,"M1*"
1833,188350767,"M1*"
1833,188367151,"M1*"
1833,188432687,"M1*"
1833,188301615,"M1*"
1833,188285231,"M1*"
1834,54001967,"M1*"
1834,54133039,"M1*"
1834,54149423,"M1*"
1834,54214959,"M1*"
1834,54083887,"M1*"
1834,54067503,"M1*"
1835,154665263,"M1*"
1835,154796335,"M1*"
1835,154812719,"M1*"
1835,154878255,"M1*"
1835,154747183,"M1*"
1835,154730799,"M1*"
1836,20447535,"M1*"
1836,20578607,"M1*"
1836,20594991,"M1*"
1836,20660527,"M1*"
1836,20529455,"M1*"
1836,20513071,"M1*"
1837,137888047,"M1*"
1837,138019119,"M1*"
1837,138035503,"M1*"
1837,138101039,"M1*"
1837,137969967,"M1*"
1837,137953583,"M1*"
1838,3670319,"M1*"
1838,3801391,"M1*"
1838,3817775,"M1*"
1838,3883311,"M1*"
1838,3752239,"M1*"
1838,3735855,"M1*"
1839,171442479,"M1*"
1839,171573551,"M1*"
1839,171589935,"M1*"
1839,171655471,"M1*"
1839,171524399,"M1*"
1839,171508015,"M1*"
1840,37224751,"M1*"
1840,37355823,"M1*"
1840,37372207,"M1*"
1840,37437743,"M1*"
1840,37306671,"M1*"
1840,37290287,"M1*"
1841,186122539,"M1*"
1841,186253583,"M1*"
1841,186269995,"M1*"
1841,186335503,"M1*"
1841,186204459,"M1*"
1841,186188047,"M1*"
1842,51904811,"M1*"
1842,52035855,"M1*"
1842,52052267,"M1*"
1842,52117775,"M1*"
1842,51986731,"M1*"
1842,51970319,"M1*"
1843,169345323,"M1*"
1843,169476367,"M1*"
1843,169492779,"M1*"
1843,169558287,"M1*"
1843,169427243,"M1*"
1843,169410831,"M1*"
1844,35127595,"M1*"
1844,35258639,"M1*"
1844,35275051,"M1*"
1844,35340559,"M1*"
1844,35209515,"M1*"
1844,35193103,"M1*"
1845,173539627,"M1*"
1845,173670671,"M1*"
1845,173687083,"M1*"
1845,173752591,"M1*"
1845,173621547,"M1*"
1845,173605135,"M1*"
1846,39321899,"M1*"
1846,39452943,"M1*"
1846,39469355,"M1*"
1846,39534863,"M1*"
1846,39403819,"M1*"
1846,39387407,"M1*"
1847,56099115,"M1*"
1847,56230159,"M1*"
1847,56246571,"M1*"
1847,56312079,"M1*"
1847,56181035,"M1*"
1847,56164623,"M1*"
1848,190316843,"M1*"
1848,190447887,"M1*"
1848,190464299,"M1*"
1848,190529807,"M1*"
1848,190398763,"M1*"
1848,190382351,"M1*"
1849,190316815,"M1*"
1849,190447915,"M1*"
1849,190464271,"M1*"
1849,190529835,"M1*"
1849,190398735,"M1*"
1849,190382379,"M1*"
1850,56099087,"M1*"
1850,56230187,"M1*"
1850,56246543,"M1*"
1850,56312107,"M1*"
1850,56181007,"M1*"
1850,56164651,"M1*"
1851,173539599,"M1*"
1851,173670699,"M1*"
1851,173687055,"M1*"
1851,173752619,"M1*"
1851,173621519,"M1*"
1851,173605163,"M1*"
1852,39321871,"M1*"
1852,39452971,"M1*"
1852,39469327,"M1*"
1852,39534891,"M1*"
1852,39403791,"M1*"
1852,39387435,"M1*"
1853,169345295,"M1*"
1853,169476395,"M1*"
1853,169492751,"M1*"
1853,169558315,"M1*"
1853,169427215,"M1*"
1853,169410859,"M1*"
1854,35127567,"M1*"
1854,35258667,"M1*"
1854,35275023,"M1*"
1854,35340587,"M1*"
1854,35209487,"M1*"
1854,35193131,"M1*"
1855,51904783,"M1*"
1855,52035883,"M1*"
1855,52052239,"M1*"
1855,52117803,"M1*"
1855,51986703,"M1*"
1855,51970347,"M1*"
1856,186122511,"M1*"
1856,186253611,"M1*"
1856,186269967,"M1*"
1856,186335531,"M1*"
1856,186204431,"M1*"
1856,186188075,"M1*"
1857,190316811,"M1*"
1857,190447883,"M1*"
1857,190464267,"M1*"
1857,190529803,"M1*"
1857,190398731,"M1*"
1857,190382347,"M1*"
1858,56099083,"M1*"
1858,56230155,"M1*"
1858,56246539,"M1*"
1858,56312075,"M1*"
1858,56181003,"M1*"
1858,56164619,"M1*"
1859,173539595,"M1*"
1859,173670667,"M1*"
1859,173687051,"M1*"
1859,173752587,"M1*"
1859,173621515,"M1*"
1859,173605131,"M1*"
1860,39321867,"M1*"
1860,39452939,"M1*"
1860,39469323,"M1*"
1860,39534859,"M1*"
1860,39403787,"M1*"
1860,39387403,"M1*"
1861,169345291,"M1*"
1861,169476363,"M1*"
1861,169492747,"M1*"
1861,169558283,"M1*"
1861,169427211,"M1*"
1861,169410827,"M1*"
1862,35127563,"M1*"
1862,35258635,"M1*"
1862,35275019,"M1*"
1862,35340555,"M1*"
1862,35209483,"M1*"
1862,35193099,"M1*"
1863,186122507,"M1*"
1863,186253579,"M1*"
1863,186269963,"M1*"
1863,186335499,"M1*"
1863,186204427,"M1*"
1863,186188043,"M1*"
1864,51904779,"M1*"
1864,52035851,"M1*"
1864,52052235,"M1*"
1864,52117771,"M1*"
1864,51986699,"M1*"
1864,51970315,"M1*"
1865,55050497,"il6*"
1865,55181569,"il6*"
1865,55197953,"il6*"
1865,55263489,"il6*"
1865,55132417,"il6*"
1865,55116033,"il6*"
1866,189268225,"il6*"
1866,189399297,"il6*"
1866,189415681,"il6*"
1866,189481217,"il6*"
1866,189350145,"il6*"
1866,189333761,"il6*"
1867,38273281,"il6*"
1867,38404353,"il6*"
1867,38420737,"il6*"
1867,38486273,"il6*"
1867,38355201,"il6*"
1867,38338817,"il6*"
1868,172491009,"il6*"
1868,172622081,"il6*"
1868,172638465,"il6*"
1868,172704001,"il6*"
1868,172572929,"il6*"
1868,172556545,"il6*"
1869,34078977,"il6*"
1869,34210049,"il6*"
1869,34226433,"il6*"
1869,34291969,"il6*"
1869,34160897,"il6*"
1869,34144513,"il6*"
1870,168296705,"il6*"
1870,168427777,"il6*"
1870,168444161,"il6*"
1870,168509697,"il6*"
1870,168378625,"il6*"
1870,168362241,"il6*"
1871,50856193,"il6*"
1871,50987265,"il6*"
1871,51003649,"il6*"
1871,51069185,"il6*"
1871,50938113,"il6*"
1871,50921729,"il6*"
1872,185073921,"il6*"
1872,185204993,"il6*"
1872,185221377,"il6*"
1872,185286913,"il6*"
1872,185155841,"il6*"
1872,185139457,"il6*"
1873,185073933,"M1*"
1873,185205025,"M1*"
1873,185221389,"M1*"
1873,185286945,"M1*"
1873,185155853,"M1*"
1873,185139489,"M1*"
1874,50856205,"M1*"
1874,50987297,"M1*"
1874,51003661,"M1*"
1874,51069217,"M1*"
1874,50938125,"M1*"
1874,50921761,"M1*"
1875,168296717,"M1*"
1875,168427809,"M1*"
1875,168444173,"M1*"
1875,168509729,"M1*"
1875,168378637,"M1*"
1875,168362273,"M1*"
1876,34078989,"M1*"
1876,34210081,"M1*"
1876,34226445,"M1*"
1876,34292001,"M1*"
1876,34160909,"M1*"
1876,34144545,"M1*"
1877,172491021,"M1*"
1877,172622113,"M1*"
1877,172638477,"M1*"
1877,172704033,"M1*"
1877,172572941,"M1*"
1877,172556577,"M1*"
1878,38273293,"M1*"
1878,38404385,"M1*"
1878,38420749,"M1*"
1878,38486305,"M1*"
1878,38355213,"M1*"
1878,38338849,"M1*"
1879,189268237,"M1*"
1879,189399329,"M1*"
1879,189415693,"M1*"
1879,189481249,"M1*"
1879,189350157,"M1*"
1879,189333793,"M1*"
1880,55050509,"M1*"
1880,55181601,"M1*"
1880,55197965,"M1*"
1880,55263521,"M1*"
1880,55132429,"M1*"
1880,55116065,"M1*"
1881,189268257,"M1*"
1881,189399309,"M1*"
1881,189415713,"M1*"
1881,189481229,"M1*"
1881,189350177,"M1*"
1881,189333773,"M1*"
1882,55050529,"M1*"
1882,55181581,"M1*"
1882,55197985,"M1*"
1882,55263501,"M1*"
1882,55132449,"M1*"
1882,55116045,"M1*"
1883,172491041,"M1*"
1883,172622093,"M1*"
1883,172638497,"M1*"
1883,172704013,"M1*"
1883,172572961,"M1*"
1883,172556557,"M1*"
1884,38273313,"M1*"
1884,38404365,"M1*"
1884,38420769,"M1*"
1884,38486285,"M1*"
1884,38355233,"M1*"
1884,38338829,"M1*"
1885,168296737,"M1*"
1885,168427789,"M1*"
1885,168444193,"M1*"
1885,168509709,"M1*"
1885,168378657,"M1*"
1885,168362253,"M1*"
1886,34079009,"M1*"
1886,34210061,"M1*"
1886,34226465,"M1*"
1886,34291981,"M1*"
1886,34160929,"M1*"
1886,34144525,"M1*"
1887,185073953,"M1*"
1887,185205005,"M1*"
1887,185221409,"M1*"
1887,185286925,"M1*"
1887,185155873,"M1*"
1887,185139469,"M1*"
1888,50856225,"M1*"
1888,50987277,"M1*"
1888,51003681,"M1*"
1888,51069197,"M1*"
1888,50938145,"M1*"
1888,50921741,"M1*"
1889,60817892,"M2*"
1889,60948964,"M2*"
1889,60965348,"M2*"
1889,61030884,"M2*"
1889,60899812,"M2*"
1889,60883428,"M2*"
1890,195035620,"M2*"
1890,195166692,"M2*"
1890,195183076,"M2*"
1890,195248612,"M2*"
1890,195117540,"M2*"
1890,195101156,"M2*"
1891,27263460,"M2*"
1891,27394532,"M2*"
1891,27410916,"M2*"
1891,27476452,"M2*"
1891,27345380,"M2*"
1891,27328996,"M2*"
1892,161481188,"M2*"
1892,161612260,"M2*"
1892,161628644,"M2*"
1892,161694180,"M2*"
1892,161563108,"M2*"
1892,161546724,"M2*"
1893,25166308,"M2*"
1893,25297380,"M2*"
1893,25313764,"M2*"
1893,25379300,"M2*"
1893,25248228,"M2*"
1893,25231844,"M2*"
1894,159384036,"M2*"
1894,159515108,"M2*"
1894,159531492,"M2*"
1894,159597028,"M2*"
1894,159465956,"M2*"
1894,159449572,"M2*"
1895,58720740,"M2*"
1895,58851812,"M2*"
1895,58868196,"M2*"
1895,58933732,"M2*"
1895,58802660,"M2*"
1895,58786276,"M2*"
1896,192938468,"M2*"
1896,193069540,"M2*"
1896,193085924,"M2*"
1896,193151460,"M2*"
1896,193020388,"M2*"
1896,193004004,"M2*"
1897,178258340,"il6*"
1897,178389412,"il6*"
1897,178405796,"il6*"
1897,178471332,"il6*"
1897,178340260,"il6*"
1897,178323876,"il6*"
1898,44040612,"il6*"
1898,44171684,"il6*"
1898,44188068,"il6*"
1898,44253604,"il6*"
1898,44122532,"il6*"
1898,44106148,"il6*"
1899,144703908,"il6*"
1899,144834980,"il6*"
1899,144851364,"il6*"
1899,144916900,"il6*"
1899,144785828,"il6*"
1899,144769444,"il6*"
1900,10486180,"il6*"
1900,10617252,"il6*"
1900,10633636,"il6*"
1900,10699172,"il6*"
1900,10568100,"il6*"
1900,10551716,"il6*"
1901,142606756,"il6*"
1901,142737828,"il6*"
1901,142754212,"il6*"
1901,142819748,"il6*"
1901,142688676,"il6*"
1901,142672292,"il6*"
1902,8389028,"il6*"
1902,8520100,"il6*"
1902,8536484,"il6*"
