"attractor","state","label"
2112,35815716,"M2b*"
2112,35866884,"M2b*"
2112,35995940,"M2b*"
2112,35750180,"M2b*"
2113,136315172,"il6*"
2113,136446244,"il6*"
2113,136462628,"il6*"
2113,136528164,"il6*"
2113,136397092,"il6*"
2113,136380708,"il6*"
2114,2097444,"il6*"
2114,2228516,"il6*"
2114,2244900,"il6*"
2114,2310436,"il6*"
2114,2179364,"il6*"
2114,2162980,"il6*"
2115,169869604,"il6*"
2115,170000676,"il6*"
2115,170017060,"il6*"
2115,170082596,"il6*"
2115,169951524,"il6*"
2115,169935140,"il6*"
2116,35651876,"il6*"
2116,35782948,"il6*"
2116,35799332,"il6*"
2116,35864868,"il6*"
2116,35733796,"il6*"
2116,35717412,"il6*"
2117,186646820,"il6*"
2117,186777892,"il6*"
2117,186794276,"il6*"
2117,186859812,"il6*"
2117,186728740,"il6*"
2117,186712356,"il6*"
2118,52429092,"il6*"
2118,52560164,"il6*"
2118,52576548,"il6*"
2118,52642084,"il6*"
2118,52511012,"il6*"
2118,52494628,"il6*"
2119,153092388,"il6*"
2119,153223460,"il6*"
2119,153239844,"il6*"
2119,153305380,"il6*"
2119,153174308,"il6*"
2119,153157924,"il6*"
2120,18874660,"il6*"
2120,19005732,"il6*"
2120,19022116,"il6*"
2120,19087652,"il6*"
2120,18956580,"il6*"
2120,18940196,"il6*"
2121,150995236,"il6*"
2121,151126308,"il6*"
2121,151142692,"il6*"
2121,151208228,"il6*"
2121,151077156,"il6*"
2121,151060772,"il6*"
2122,16777508,"il6*"
2122,16908580,"il6*"
2122,16924964,"il6*"
2122,16990500,"il6*"
2122,16859428,"il6*"
2122,16843044,"il6*"
2123,184549668,"il6*"
2123,184680740,"il6*"
2123,184697124,"il6*"
2123,184762660,"il6*"
2123,184631588,"il6*"
2123,184615204,"il6*"
2124,50331940,"il6*"
2124,50463012,"il6*"
2124,50479396,"il6*"
2124,50544932,"il6*"
2124,50413860,"il6*"
2124,50397476,"il6*"
2125,167772452,"il6*"
2125,167903524,"il6*"
2125,167919908,"il6*"
2125,167985444,"il6*"
2125,167854372,"il6*"
2125,167837988,"il6*"
2126,33554724,"il6*"
2126,33685796,"il6*"
2126,33702180,"il6*"
2126,33767716,"il6*"
2126,33636644,"il6*"
2126,33620260,"il6*"
2127,134218020,"il6*"
2127,134349092,"il6*"
2127,134365476,"il6*"
2127,134431012,"il6*"
2127,134299940,"il6*"
2127,134283556,"il6*"
2128,292,"il6*"
2128,131364,"il6*"
2128,147748,"il6*"
2128,213284,"il6*"
2128,82212,"il6*"
2128,65828,"il6*"
2129,138412324,"il6*"
2129,138543396,"il6*"
2129,138559780,"il6*"
2129,138625316,"il6*"
2129,138494244,"il6*"
2129,138477860,"il6*"
2130,4194596,"il6*"
2130,4325668,"il6*"
2130,4342052,"il6*"
2130,4407588,"il6*"
2130,4276516,"il6*"
2130,4260132,"il6*"
2131,171966756,"il6*"
2131,172097828,"il6*"
2131,172114212,"il6*"
2131,172179748,"il6*"
2131,172048676,"il6*"
2131,172032292,"il6*"
2132,37749028,"il6*"
2132,37880100,"il6*"
2132,37896484,"il6*"
2132,37962020,"il6*"
2132,37830948,"il6*"
2132,37814564,"il6*"
2133,188743972,"il6*"
2133,188875044,"il6*"
2133,188891428,"il6*"
2133,188956964,"il6*"
2133,188825892,"il6*"
2133,188809508,"il6*"
2134,54526244,"il6*"
2134,54657316,"il6*"
2134,54673700,"il6*"
2134,54739236,"il6*"
2134,54608164,"il6*"
2134,54591780,"il6*"
2135,155189540,"il6*"
2135,155320612,"il6*"
2135,155336996,"il6*"
2135,155402532,"il6*"
2135,155271460,"il6*"
2135,155255076,"il6*"
2136,20971812,"il6*"
2136,21102884,"il6*"
2136,21119268,"il6*"
2136,21184804,"il6*"
2136,21053732,"il6*"
2136,21037348,"il6*"
2137,36243717,"M1M2*"
2137,36438309,"M1M2*"
2137,36340013,"M1M2*"
2137,36391173,"M1M2*"
2137,36520229,"M1M2*"
2137,36274477,"M1M2*"
2138,170461445,"M1M2*"
2138,170656037,"M1M2*"
2138,170557741,"M1M2*"
2138,170608901,"M1M2*"
2138,170737957,"M1M2*"
2138,170492205,"M1M2*"
2139,53020933,"M1M2*"
2139,53215525,"M1M2*"
2139,53117229,"M1M2*"
2139,53168389,"M1M2*"
2139,53297445,"M1M2*"
2139,53051693,"M1M2*"
2140,187238661,"M1M2*"
2140,187433253,"M1M2*"
2140,187334957,"M1M2*"
2140,187386117,"M1M2*"
2140,187515173,"M1M2*"
2140,187269421,"M1M2*"
2141,187203885,"M1M2*"
2141,187369733,"M1M2*"
2141,187449637,"M1M2*"
2141,187400493,"M1M2*"
2141,187255045,"M1M2*"
2141,187498789,"M1M2*"
2142,52986157,"M1M2*"
2142,53152005,"M1M2*"
2142,53231909,"M1M2*"
2142,53182765,"M1M2*"
2142,53037317,"M1M2*"
2142,53281061,"M1M2*"
2143,170426669,"M1M2*"
2143,170592517,"M1M2*"
2143,170672421,"M1M2*"
2143,170623277,"M1M2*"
2143,170477829,"M1M2*"
2143,170721573,"M1M2*"
2144,36208941,"M1M2*"
2144,36374789,"M1M2*"
2144,36454693,"M1M2*"
2144,36405549,"M1M2*"
2144,36260101,"M1M2*"
2144,36503845,"M1M2*"
2145,4718893,"M1*"
2145,4849965,"M1*"
2145,4866349,"M1*"
2145,4931885,"M1*"
2145,4800813,"M1*"
2145,4784429,"M1*"
2146,138936621,"M1*"
2146,139067693,"M1*"
2146,139084077,"M1*"
2146,139149613,"M1*"
2146,139018541,"M1*"
2146,139002157,"M1*"
2147,38273325,"M1*"
2147,38404397,"M1*"
2147,38420781,"M1*"
2147,38486317,"M1*"
2147,38355245,"M1*"
2147,38338861,"M1*"
2148,172491053,"M1*"
2148,172622125,"M1*"
2148,172638509,"M1*"
2148,172704045,"M1*"
2148,172572973,"M1*"
2148,172556589,"M1*"
2149,55050541,"M1*"
2149,55181613,"M1*"
2149,55197997,"M1*"
2149,55263533,"M1*"
2149,55132461,"M1*"
2149,55116077,"M1*"
2150,189268269,"M1*"
2150,189399341,"M1*"
2150,189415725,"M1*"
2150,189481261,"M1*"
2150,189350189,"M1*"
2150,189333805,"M1*"
2151,21496109,"M1*"
2151,21627181,"M1*"
2151,21643565,"M1*"
2151,21709101,"M1*"
2151,21578029,"M1*"
2151,21561645,"M1*"
2152,155713837,"M1*"
2152,155844909,"M1*"
2152,155861293,"M1*"
2152,155926829,"M1*"
2152,155795757,"M1*"
2152,155779373,"M1*"
2153,524589,"M1*"
2153,655661,"M1*"
2153,672045,"M1*"
2153,737581,"M1*"
2153,606509,"M1*"
2153,590125,"M1*"
2154,134742317,"M1*"
2154,134873389,"M1*"
2154,134889773,"M1*"
2154,134955309,"M1*"
2154,134824237,"M1*"
2154,134807853,"M1*"
2155,34079021,"M1*"
2155,34210093,"M1*"
2155,34226477,"M1*"
2155,34292013,"M1*"
2155,34160941,"M1*"
2155,34144557,"M1*"
2156,168296749,"M1*"
2156,168427821,"M1*"
2156,168444205,"M1*"
2156,168509741,"M1*"
2156,168378669,"M1*"
2156,168362285,"M1*"
2157,50856237,"M1*"
2157,50987309,"M1*"
2157,51003693,"M1*"
2157,51069229,"M1*"
2157,50938157,"M1*"
2157,50921773,"M1*"
2158,185073965,"M1*"
2158,185205037,"M1*"
2158,185221421,"M1*"
2158,185286957,"M1*"
2158,185155885,"M1*"
2158,185139501,"M1*"
2159,17301805,"M1*"
2159,17432877,"M1*"
2159,17449261,"M1*"
2159,17514797,"M1*"
2159,17383725,"M1*"
2159,17367341,"M1*"
2160,151519533,"M1*"
2160,151650605,"M1*"
2160,151666989,"M1*"
2160,151732525,"M1*"
2160,151601453,"M1*"
2160,151585069,"M1*"
2161,19398957,"M1*"
2161,19530029,"M1*"
2161,19546413,"M1*"
2161,19611949,"M1*"
2161,19480877,"M1*"
2161,19464493,"M1*"
2162,153616685,"M1*"
2162,153747757,"M1*"
2162,153764141,"M1*"
2162,153829677,"M1*"
2162,153698605,"M1*"
2162,153682221,"M1*"
2163,52953389,"M1*"
2163,53084461,"M1*"
2163,53100845,"M1*"
2163,53166381,"M1*"
2163,53035309,"M1*"
2163,53018925,"M1*"
2164,187171117,"M1*"
2164,187302189,"M1*"
2164,187318573,"M1*"
2164,187384109,"M1*"
2164,187253037,"M1*"
2164,187236653,"M1*"
2165,36176173,"M1*"
2165,36307245,"M1*"
2165,36323629,"M1*"
2165,36389165,"M1*"
2165,36258093,"M1*"
2165,36241709,"M1*"
2166,170393901,"M1*"
2166,170524973,"M1*"
2166,170541357,"M1*"
2166,170606893,"M1*"
2166,170475821,"M1*"
2166,170459437,"M1*"
2167,2621741,"M1*"
2167,2752813,"M1*"
2167,2769197,"M1*"
2167,2834733,"M1*"
2167,2703661,"M1*"
2167,2687277,"M1*"
2168,136839469,"M1*"
2168,136970541,"M1*"
2168,136986925,"M1*"
2168,137052461,"M1*"
2168,136921389,"M1*"
2168,136905005,"M1*"
2169,214187792,"M2*"
2169,214318864,"M2*"
2169,214335248,"M2*"
2169,214400784,"M2*"
2169,214269712,"M2*"
2169,214253328,"M2*"
2170,482623248,"M2*"
2170,482754320,"M2*"
2170,482770704,"M2*"
2170,482836240,"M2*"
2170,482705168,"M2*"
2170,482688784,"M2*"
2171,79970064,"M2*"
2171,80101136,"M2*"
2171,80117520,"M2*"
2171,80183056,"M2*"
2171,80051984,"M2*"
2171,80035600,"M2*"
2172,348405520,"M2*"
2172,348536592,"M2*"
2172,348552976,"M2*"
2172,348618512,"M2*"
2172,348487440,"M2*"
2172,348471056,"M2*"
2173,113524496,"M2*"
2173,113655568,"M2*"
2173,113671952,"M2*"
2173,113737488,"M2*"
2173,113606416,"M2*"
2173,113590032,"M2*"
2174,381959952,"M2*"
2174,382091024,"M2*"
2174,382107408,"M2*"
2174,382172944,"M2*"
2174,382041872,"M2*"
2174,382025488,"M2*"
2175,247742224,"M2*"
2175,247873296,"M2*"
2175,247889680,"M2*"
2175,247955216,"M2*"
2175,247824144,"M2*"
2175,247807760,"M2*"
2176,516177680,"M2*"
2176,516308752,"M2*"
2176,516325136,"M2*"
2176,516390672,"M2*"
2176,516259600,"M2*"
2176,516243216,"M2*"
2177,264519440,"M2*"
2177,264650512,"M2*"
2177,264666896,"M2*"
2177,264732432,"M2*"
2177,264601360,"M2*"
2177,264584976,"M2*"
2178,532954896,"M2*"
2178,533085968,"M2*"
2178,533102352,"M2*"
2178,533167888,"M2*"
2178,533036816,"M2*"
2178,533020432,"M2*"
2179,130301712,"M2*"
2179,130432784,"M2*"
2179,130449168,"M2*"
2179,130514704,"M2*"
2179,130383632,"M2*"
2179,130367248,"M2*"
2180,398737168,"M2*"
2180,398868240,"M2*"
2180,398884624,"M2*"
2180,398950160,"M2*"
2180,398819088,"M2*"
2180,398802704,"M2*"
2181,96747280,"M2*"
2181,96878352,"M2*"
2181,96894736,"M2*"
2181,96960272,"M2*"
2181,96829200,"M2*"
2181,96812816,"M2*"
2182,365182736,"M2*"
2182,365313808,"M2*"
2182,365330192,"M2*"
2182,365395728,"M2*"
2182,365264656,"M2*"
2182,365248272,"M2*"
2183,230965008,"M2*"
2183,231096080,"M2*"
2183,231112464,"M2*"
2183,231178000,"M2*"
2183,231046928,"M2*"
2183,231030544,"M2*"
2184,499400464,"M2*"
2184,499531536,"M2*"
2184,499547920,"M2*"
2184,499613456,"M2*"
2184,499482384,"M2*"
2184,499466000,"M2*"
2185,231489296,"M2*"
2185,231620368,"M2*"
2185,231636752,"M2*"
2185,231702288,"M2*"
2185,231571216,"M2*"
2185,231554832,"M2*"
2186,499924752,"M2*"
2186,500055824,"M2*"
2186,500072208,"M2*"
2186,500137744,"M2*"
2186,500006672,"M2*"
2186,499990288,"M2*"
2187,97271568,"M2*"
2187,97402640,"M2*"
2187,97419024,"M2*"
2187,97484560,"M2*"
2187,97353488,"M2*"
2187,97337104,"M2*"
2188,365707024,"M2*"
2188,365838096,"M2*"
2188,365854480,"M2*"
2188,365920016,"M2*"
2188,365788944,"M2*"
2188,365772560,"M2*"
2189,130826000,"M2*"
2189,130957072,"M2*"
2189,130973456,"M2*"
2189,131038992,"M2*"
2189,130907920,"M2*"
2189,130891536,"M2*"
2190,399261456,"M2*"
2190,399392528,"M2*"
2190,399408912,"M2*"
2190,399474448,"M2*"
2190,399343376,"M2*"
2190,399326992,"M2*"
2191,265043728,"M2*"
2191,265174800,"M2*"
2191,265191184,"M2*"
2191,265256720,"M2*"
2191,265125648,"M2*"
2191,265109264,"M2*"
2192,533479184,"M2*"
2192,533610256,"M2*"
2192,533626640,"M2*"
2192,533692176,"M2*"
2192,533561104,"M2*"
2192,533544720,"M2*"
2193,248266512,"M2*"
2193,248397584,"M2*"
2193,248413968,"M2*"
2193,248479504,"M2*"
2193,248348432,"M2*"
2193,248332048,"M2*"
2194,516701968,"M2*"
2194,516833040,"M2*"
2194,516849424,"M2*"
2194,516914960,"M2*"
2194,516783888,"M2*"
2194,516767504,"M2*"
2195,114048784,"M2*"
2195,114179856,"M2*"
2195,114196240,"M2*"
2195,114261776,"M2*"
2195,114130704,"M2*"
2195,114114320,"M2*"
2196,382484240,"M2*"
2196,382615312,"M2*"
2196,382631696,"M2*"
2196,382697232,"M2*"
2196,382566160,"M2*"
2196,382549776,"M2*"
2197,80494352,"M2*"
2197,80625424,"M2*"
2197,80641808,"M2*"
2197,80707344,"M2*"
2197,80576272,"M2*"
2197,80559888,"M2*"
2198,348929808,"M2*"
2198,349060880,"M2*"
2198,349077264,"M2*"
2198,349142800,"M2*"
2198,349011728,"M2*"
2198,348995344,"M2*"
2199,214712080,"M2*"
2199,214843152,"M2*"
2199,214859536,"M2*"
2199,214925072,"M2*"
2199,214794000,"M2*"
2199,214777616,"M2*"
2200,483147536,"M2*"
2200,483278608,"M2*"
2200,483294992,"M2*"
2200,483360528,"M2*"
2200,483229456,"M2*"
2200,483213072,"M2*"
2201,483671826,"M2*"
2201,483802898,"M2*"
2201,483819282,"M2*"
2201,483884818,"M2*"
2201,483753746,"M2*"
2201,483737362,"M2*"
2202,215236370,"M2*"
2202,215367442,"M2*"
2202,215383826,"M2*"
2202,215449362,"M2*"
2202,215318290,"M2*"
2202,215301906,"M2*"
2203,349454098,"M2*"
2203,349585170,"M2*"
2203,349601554,"M2*"
2203,349667090,"M2*"
2203,349536018,"M2*"
2203,349519634,"M2*"
2204,81018642,"M2*"
2204,81149714,"M2*"
2204,81166098,"M2*"
2204,81231634,"M2*"
2204,81100562,"M2*"
2204,81084178,"M2*"
2205,383008530,"M2*"
2205,383139602,"M2*"
2205,383155986,"M2*"
2205,383221522,"M2*"
2205,383090450,"M2*"
2205,383074066,"M2*"
2206,114573074,"M2*"
2206,114704146,"M2*"
2206,114720530,"M2*"
2206,114786066,"M2*"
2206,114654994,"M2*"
2206,114638610,"M2*"
2207,517226258,"M2*"
2207,517357330,"M2*"
2207,517373714,"M2*"
2207,517439250,"M2*"
2207,517308178,"M2*"
2207,517291794,"M2*"
2208,248790802,"M2*"
2208,248921874,"M2*"
2208,248938258,"M2*"
2208,249003794,"M2*"
2208,248872722,"M2*"
2208,248856338,"M2*"
2209,534003474,"M2*"
2209,534134546,"M2*"
2209,534150930,"M2*"
2209,534216466,"M2*"
2209,534085394,"M2*"
2209,534069010,"M2*"
2210,265568018,"M2*"
2210,265699090,"M2*"
2210,265715474,"M2*"
2210,265781010,"M2*"
2210,265649938,"M2*"
2210,265633554,"M2*"
2211,399785746,"M2*"
2211,399916818,"M2*"
2211,399933202,"M2*"
2211,399998738,"M2*"
2211,399867666,"M2*"
2211,399851282,"M2*"
2212,131350290,"M2*"
2212,131481362,"M2*"
2212,131497746,"M2*"
2212,131563282,"M2*"
2212,131432210,"M2*"
2212,131415826,"M2*"
2213,366231314,"M2*"
2213,366362386,"M2*"
2213,366378770,"M2*"
2213,366444306,"M2*"
2213,366313234,"M2*"
2213,366296850,"M2*"
2214,97795858,"M2*"
2214,97926930,"M2*"
2214,97943314,"M2*"
2214,98008850,"M2*"
2214,97877778,"M2*"
2214,97861394,"M2*"
2215,500449042,"M2*"
2215,500580114,"M2*"
2215,500596498,"M2*"
2215,500662034,"M2*"
2215,500530962,"M2*"
2215,500514578,"M2*"
2216,232013586,"M2*"
2216,232144658,"M2*"
2216,232161042,"M2*"
2216,232226578,"M2*"
2216,232095506,"M2*"
2216,232079122,"M2*"
2217,500973330,"M2*"
2217,501104402,"M2*"
2217,501120786,"M2*"
2217,501186322,"M2*"
2217,501055250,"M2*"
2217,501038866,"M2*"
2218,232537874,"M2*"
2218,232668946,"M2*"
2218,232685330,"M2*"
2218,232750866,"M2*"
2218,232619794,"M2*"
2218,232603410,"M2*"
2219,366755602,"M2*"
2219,366886674,"M2*"
2219,366903058,"M2*"
2219,366968594,"M2*"
2219,366837522,"M2*"
2219,366821138,"M2*"
2220,98320146,"M2*"
2220,98451218,"M2*"
2220,98467602,"M2*"
2220,98533138,"M2*"
2220,98402066,"M2*"
2220,98385682,"M2*"
2221,400310034,"M2*"
2221,400441106,"M2*"
2221,400457490,"M2*"
2221,400523026,"M2*"
2221,400391954,"M2*"
2221,400375570,"M2*"
2222,131874578,"M2*"
2222,132005650,"M2*"
2222,132022034,"M2*"
2222,132087570,"M2*"
2222,131956498,"M2*"
2222,131940114,"M2*"
2223,534527762,"M2*"
2223,534658834,"M2*"
2223,534675218,"M2*"
2223,534740754,"M2*"
2223,534609682,"M2*"
2223,534593298,"M2*"
2224,266092306,"M2*"
2224,266223378,"M2*"
2224,266239762,"M2*"
2224,266305298,"M2*"
2224,266174226,"M2*"
2224,266157842,"M2*"
2225,517750546,"M2*"
2225,517881618,"M2*"
2225,517898002,"M2*"
2225,517963538,"M2*"
2225,517832466,"M2*"
2225,517816082,"M2*"
2226,249315090,"M2*"
2226,249446162,"M2*"
2226,249462546,"M2*"
2226,249528082,"M2*"
2226,249397010,"M2*"
2226,249380626,"M2*"
2227,383532818,"M2*"
2227,383663890,"M2*"
2227,383680274,"M2*"
2227,383745810,"M2*"
2227,383614738,"M2*"
2227,383598354,"M2*"
2228,115097362,"M2*"
2228,115228434,"M2*"
2228,115244818,"M2*"
2228,115310354,"M2*"
2228,115179282,"M2*"
2228,115162898,"M2*"
2229,349978386,"M2*"
2229,350109458,"M2*"
2229,350125842,"M2*"
2229,350191378,"M2*"
2229,350060306,"M2*"
2229,350043922,"M2*"
2230,81542930,"M2*"
2230,81674002,"M2*"
2230,81690386,"M2*"
2230,81755922,"M2*"
2230,81624850,"M2*"
2230,81608466,"M2*"
2231,484196114,"M2*"
2231,484327186,"M2*"
2231,484343570,"M2*"
2231,484409106,"M2*"
2231,484278034,"M2*"
2231,484261650,"M2*"
2232,215760658,"M2*"
2232,215891730,"M2*"
2232,215908114,"M2*"
2232,215973650,"M2*"
2232,215842578,"M2*"
2232,215826194,"M2*"
2233,134842369,"M2c*"
2233,135071745,"M2c*"
2233,135036929,"M2c*"
2233,134973441,"M2c*"
2233,135088129,"M2c*"
2233,135102721,"M2c*"
2234,151619585,"M2c*"
2234,151848961,"M2c*"
2234,151814145,"M2c*"
2234,151750657,"M2c*"
2234,151865345,"M2c*"
2234,151879937,"M2c*"
2235,139036673,"M2c*"
2235,139266049,"M2c*"
2235,139231233,"M2c*"
2235,139167745,"M2c*"
2235,139282433,"M2c*"
2235,139297025,"M2c*"
2236,155813889,"M2c*"
2236,156043265,"M2c*"
2236,156008449,"M2c*"
2236,155944961,"M2c*"
2236,156059649,"M2c*"
2236,156074241,"M2c*"
2237,140085249,"M2c*"
2237,140314625,"M2c*"
2237,140279811,"M2c*"
2237,140216321,"M2c*"
2237,140331009,"M2c*"
2237,140345603,"M2c*"
2238,156862465,"M2c*"
2238,157091841,"M2c*"
2238,157057027,"M2c*"
2238,156993537,"M2c*"
2238,157108225,"M2c*"
2238,157122819,"M2c*"
2239,135890945,"M2c*"
2239,136120321,"M2c*"
2239,136085507,"M2c*"
2239,136022017,"M2c*"
2239,136136705,"M2c*"
2239,136151299,"M2c*"
2240,152668161,"M2c*"
2240,152897537,"M2c*"
2240,152862723,"M2c*"
2240,152799233,"M2c*"
2240,152913921,"M2c*"
2240,152928515,"M2c*"
2241,151586817,"M2*"
2241,151781377,"M2*"
2241,151683073,"M2*"
2241,151734273,"M2*"
2241,151863553,"M2*"
2241,151617793,"M2*"
2242,134809601,"M2*"
2242,135004161,"M2*"
2242,134905857,"M2*"
2242,134957057,"M2*"
2242,135086337,"M2*"
2242,134840577,"M2*"
2243,155781121,"M2*"
2243,155975681,"M2*"
2243,155877377,"M2*"
2243,155928577,"M2*"
2243,156057857,"M2*"
2243,155812097,"M2*"
2244,139003905,"M2*"
2244,139198465,"M2*"
2244,139100161,"M2*"
2244,139151361,"M2*"
2244,139280641,"M2*"
2244,139034881,"M2*"
2245,156238086,"il6*"
2245,156368930,"il6*"
2245,156385542,"il6*"
2245,156451106,"il6*"
2245,156320006,"il6*"
2245,156303650,"il6*"
2246,139460870,"il6*"
2246,139591714,"il6*"
2246,139608326,"il6*"
2246,139673890,"il6*"
2246,139542790,"il6*"
2246,139526434,"il6*"
2247,152043782,"il6*"
2247,152174626,"il6*"
2247,152191238,"il6*"
2247,152256802,"il6*"
2247,152125702,"il6*"
2247,152109346,"il6*"
2248,135266566,"il6*"
2248,135397410,"il6*"
2248,135414022,"il6*"
2248,135479586,"il6*"
2248,135348486,"il6*"
2248,135332130,"il6*"
2249,152043554,"il6*"
2249,152174854,"il6*"
2249,152191010,"il6*"
2249,152256774,"il6*"
2249,152125730,"il6*"
2249,152109318,"il6*"
2250,135266338,"il6*"
2250,135397638,"il6*"
2250,135413794,"il6*"
2250,135479558,"il6*"
2250,135348514,"il6*"
2250,135332102,"il6*"
2251,156237858,"il6*"
2251,156369158,"il6*"
2251,156385314,"il6*"
2251,156451078,"il6*"
2251,156320034,"il6*"
2251,156303622,"il6*"
2252,139460642,"il6*"
2252,139591942,"il6*"
2252,139608098,"il6*"
2252,139673862,"il6*"
2252,139542818,"il6*"
2252,139526406,"il6*"
2253,138936589,"M1*"
2253,139067425,"M1*"
2253,139084045,"M1*"
2253,139149601,"M1*"
2253,139018509,"M1*"
2253,139002145,"M1*"
2254,155713805,"M1*"
2254,155844641,"M1*"
2254,155861261,"M1*"
2254,155926817,"M1*"
2254,155795725,"M1*"
2254,155779361,"M1*"
2255,134742285,"M1*"
2255,134873121,"M1*"
2255,134889741,"M1*"
2255,134955297,"M1*"
2255,134824205,"M1*"
2255,134807841,"M1*"
2256,151519501,"M1*"
2256,151650337,"M1*"
2256,151666957,"M1*"
2256,151732513,"M1*"
2256,151601421,"M1*"
2256,151585057,"M1*"
2257,134742049,"M1*"
2257,134873357,"M1*"
2257,134889505,"M1*"
2257,134955277,"M1*"
2257,134824225,"M1*"
2257,134807821,"M1*"
2258,151519265,"M1*"
2258,151650573,"M1*"
2258,151666721,"M1*"
2258,151732493,"M1*"
2258,151601441,"M1*"
2258,151585037,"M1*"
2259,138936353,"M1*"
2259,139067661,"M1*"
2259,139083809,"M1*"
2259,139149581,"M1*"
2259,139018529,"M1*"
2259,139002125,"M1*"
2260,155713569,"M1*"
2260,155844877,"M1*"
2260,155861025,"M1*"
2260,155926797,"M1*"
2260,155795745,"M1*"
2260,155779341,"M1*"
2261,139984939,"M1*"
2261,140116239,"M1*"
2261,140132395,"M1*"
2261,140198159,"M1*"
2261,140067115,"M1*"
2261,140050703,"M1*"
2262,156762155,"M1*"
2262,156893455,"M1*"
2262,156909611,"M1*"
2262,156975375,"M1*"
2262,156844331,"M1*"
2262,156827919,"M1*"
2263,135790635,"M1*"
2263,135921935,"M1*"
2263,135938091,"M1*"
2263,136003855,"M1*"
2263,135872811,"M1*"
2263,135856399,"M1*"
2264,152567851,"M1*"
2264,152699151,"M1*"
2264,152715307,"M1*"
2264,152781071,"M1*"
2264,152650027,"M1*"
2264,152633615,"M1*"
2265,135790863,"M1*"
2265,135921707,"M1*"
2265,135938319,"M1*"
2265,136003883,"M1*"
2265,135872783,"M1*"
2265,135856427,"M1*"
2266,152568079,"M1*"
2266,152698923,"M1*"
2266,152715535,"M1*"
2266,152781099,"M1*"
2266,152649999,"M1*"
2266,152633643,"M1*"
2267,139985167,"M1*"
2267,140116011,"M1*"
2267,140132623,"M1*"
2267,140198187,"M1*"
2267,140067087,"M1*"
2267,140050731,"M1*"
2268,156762383,"M1*"
2268,156893227,"M1*"
2268,156909839,"M1*"
2268,156975403,"M1*"
2268,156844303,"M1*"
2268,156827947,"M1*"
2269,140052481,"M1M2*"
2269,140247043,"M1M2*"
2269,140148747,"M1M2*"
2269,140199937,"M1M2*"
2269,140329219,"M1M2*"
2269,140083467,"M1M2*"
2270,156829697,"M1M2*"
2270,157024259,"M1M2*"
2270,156925963,"M1M2*"
2270,156977153,"M1M2*"
2270,157106435,"M1M2*"
2270,156860683,"M1M2*"
2271,152635393,"M1M2*"
2271,152829955,"M1M2*"
2271,152731659,"M1M2*"
2271,152782849,"M1M2*"
2271,152912131,"M1M2*"
2271,152666379,"M1M2*"
2272,135858177,"M1M2*"
2272,136052739,"M1M2*"
2272,135954443,"M1M2*"
2272,136005633,"M1M2*"
2272,136134915,"M1M2*"
2272,135889163,"M1M2*"
2273,156762123,"M1*"
2273,156893195,"M1*"
2273,156909579,"M1*"
2273,156975371,"M1*"
2273,156844299,"M1*"
2273,156827915,"M1*"
2274,139984907,"M1*"
2274,140115979,"M1*"
2274,140132363,"M1*"
2274,140198155,"M1*"
2274,140067083,"M1*"
2274,140050699,"M1*"
2275,135790603,"M1*"
2275,135921675,"M1*"
2275,135938059,"M1*"
2275,136003851,"M1*"
2275,135872779,"M1*"
2275,135856395,"M1*"
2276,152567819,"M1*"
2276,152698891,"M1*"
2276,152715275,"M1*"
2276,152781067,"M1*"
2276,152649995,"M1*"
2276,152633611,"M1*"
2277,152600587,"M1M2*"
2277,152766465,"M1M2*"
2277,152846339,"M1M2*"
2277,152797451,"M1M2*"
2277,152651777,"M1M2*"
2277,152895747,"M1M2*"
2278,135823371,"M1M2*"
2278,135989249,"M1M2*"
2278,136069123,"M1M2*"
2278,136020235,"M1M2*"
2278,135874561,"M1M2*"
2278,136118531,"M1M2*"
2279,140017675,"M1M2*"
2279,140183553,"M1M2*"
2279,140263427,"M1M2*"
2279,140214539,"M1M2*"
2279,140068865,"M1M2*"
2279,140312835,"M1M2*"
2280,156794891,"M1M2*"
2280,156960769,"M1M2*"
2280,157040643,"M1M2*"
2280,156991755,"M1M2*"
2280,156846081,"M1M2*"
2280,157090051,"M1M2*"
2281,155746305,"M2*"
2281,155912193,"M2*"
2281,155992065,"M2*"
2281,155943169,"M2*"
2281,155797505,"M2*"
2281,156041473,"M2*"
2282,138969089,"M2*"
2282,139134977,"M2*"
2282,139214849,"M2*"
2282,139165953,"M2*"
2282,139020289,"M2*"
2282,139264257,"M2*"
2283,134774785,"M2*"
2283,134940673,"M2*"
2283,135020545,"M2*"
2283,134971649,"M2*"
2283,134825985,"M2*"
2283,135069953,"M2*"
2284,151552001,"M2*"
2284,151717889,"M2*"
2284,151797761,"M2*"
2284,151748865,"M2*"
2284,151603201,"M2*"
2284,151847169,"M2*"
2285,151519233,"il6*"
2285,151650305,"il6*"
2285,151666689,"il6*"
2285,151732481,"il6*"
2285,151601409,"il6*"
2285,151585025,"il6*"
2286,134742017,"il6*"
2286,134873089,"il6*"
2286,134889473,"il6*"
2286,134955265,"il6*"
2286,134824193,"il6*"
2286,134807809,"il6*"
2287,138936321,"il6*"
2287,139067393,"il6*"
2287,139083777,"il6*"
2287,139149569,"il6*"
2287,139018497,"il6*"
2287,139002113,"il6*"
2288,155713537,"il6*"
2288,155844609,"il6*"
2288,155860993,"il6*"
2288,155926785,"il6*"
