"","dec.attractor","label"
"2094",189989130,"M1*"
"2095",55591178,"M1*"
"2096",55771402,"M1*"
"2097",188760320,"NoLabel*"
"2098",188940544,"NoLabel*"
"2099",54542592,"NoLabel*"
"2100",54722816,"NoLabel*"
"2101",171983104,"NoLabel*"
"2102",172163328,"NoLabel*"
"2103",37765376,"NoLabel*"
"2104",37945600,"NoLabel*"
"2105",167788800,"NoLabel*"
"2106",167969024,"NoLabel*"
"2107",33571072,"NoLabel*"
"2108",33751296,"NoLabel*"
"2109",184566016,"NoLabel*"
"2110",184746240,"NoLabel*"
"2111",50348288,"NoLabel*"
"2112",50528512,"NoLabel*"
"2113",184566028,"M1*"
"2114",184746272,"NoLabel*"
"2115",50348300,"M1*"
"2116",50528544,"NoLabel*"
"2117",167788812,"M1*"
"2118",167969056,"NoLabel*"
"2119",33571084,"M1*"
"2120",33751328,"NoLabel*"
"2121",171983116,"M1*"
"2122",172163360,"NoLabel*"
"2123",37765388,"M1*"
"2124",37945632,"NoLabel*"
"2125",188760332,"M1*"
"2126",188940576,"NoLabel*"
"2127",54542604,"M1*"
"2128",54722848,"NoLabel*"
"2129",188760364,"M1*"
"2130",188940588,"M1*"
"2131",54542636,"M1*"
"2132",54722860,"M1*"
"2133",171983148,"M1*"
"2134",172163372,"M1*"
"2135",37765420,"M1*"
"2136",37945644,"M1*"
"2137",167788844,"M1*"
"2138",167969068,"M1*"
"2139",33571116,"M1*"
"2140",33751340,"M1*"
"2141",184566060,"M1*"
"2142",184746284,"M1*"
"2143",50348332,"M1*"
"2144",50528556,"M1*"
"2145",186663212,"M1*"
"2146",186843436,"M1*"
"2147",52445484,"M1*"
"2148",52625708,"M1*"
"2149",169885996,"M1*"
"2150",170066220,"M1*"
"2151",35668268,"M1*"
"2152",35848492,"M1*"
"2153",178274732,"M1*"
"2154",178454956,"M1*"
"2155",44057004,"M1*"
"2156",44237228,"M1*"
"2157",176177580,"M1*"
"2158",176357804,"M1*"
"2159",41959852,"M1*"
"2160",42140076,"M1*"
"2161",192954860,"NoLabel*"
"2162",193135084,"NoLabel*"
"2163",58737132,"NoLabel*"
"2164",58917356,"NoLabel*"
"2165",195052012,"NoLabel*"
"2166",195232236,"NoLabel*"
"2167",60834284,"NoLabel*"
"2168",61014508,"NoLabel*"
"2169",196100590,"NoLabel*"
"2170",196280814,"NoLabel*"
"2171",61882862,"NoLabel*"
"2172",62063086,"NoLabel*"
"2173",194003438,"NoLabel*"
"2174",194183662,"NoLabel*"
"2175",59785710,"NoLabel*"
"2176",59965934,"NoLabel*"
"2177",177226158,"M1*"
"2178",177406382,"M1*"
"2179",43008430,"M1*"
"2180",43188654,"M1*"
"2181",179323310,"M1*"
"2182",179503534,"M1*"
"2183",45105582,"M1*"
"2184",45285806,"M1*"
"2185",170934574,"M1*"
"2186",171114798,"M1*"
"2187",36716846,"M1*"
"2188",36897070,"M1*"
"2189",187711790,"M1*"
"2190",187892014,"M1*"
"2191",53494062,"M1*"
"2192",53674286,"M1*"
"2193",185614638,"M1*"
"2194",185794862,"M1*"
"2195",51396910,"M1*"
"2196",51577134,"M1*"
"2197",168837422,"M1*"
"2198",169017646,"M1*"
"2199",34619694,"M1*"
"2200",34799918,"M1*"
"2201",173031726,"M1*"
"2202",173211950,"M1*"
"2203",38813998,"M1*"
"2204",38994222,"M1*"
"2205",189808942,"M1*"
"2206",189989166,"M1*"
"2207",55591214,"M1*"
"2208",55771438,"M1*"
"2209",190333231,"M1*"
"2210",190513455,"M1*"
"2211",56115503,"M1*"
"2212",56295727,"M1*"
"2213",173556015,"M1*"
"2214",173736239,"M1*"
"2215",39338287,"M1*"
"2216",39518511,"M1*"
"2217",169361711,"M1*"
"2218",169541935,"M1*"
"2219",35143983,"M1*"
"2220",35324207,"M1*"
"2221",186138927,"M1*"
"2222",186319151,"M1*"
"2223",51921199,"M1*"
"2224",52101423,"M1*"
"2225",188236079,"M1*"
"2226",188416303,"M1*"
"2227",54018351,"M1*"
"2228",54198575,"M1*"
"2229",171458863,"M1*"
"2230",171639087,"M1*"
"2231",37241135,"M1*"
"2232",37421359,"M1*"
"2233",179847599,"M1*"
"2234",180027823,"M1*"
"2235",45629871,"M1*"
"2236",45810095,"M1*"
"2237",177750447,"M1*"
"2238",177930671,"M1*"
"2239",43532719,"M1*"
"2240",43712943,"M1*"
"2241",194527727,"NoLabel*"
"2242",194707951,"NoLabel*"
"2243",60309999,"NoLabel*"
"2244",60490223,"NoLabel*"
"2245",196624879,"NoLabel*"
"2246",196805103,"NoLabel*"
"2247",62407151,"NoLabel*"
"2248",62587375,"NoLabel*"
"2249",195576301,"NoLabel*"
"2250",195756525,"NoLabel*"
"2251",61358573,"NoLabel*"
"2252",61538797,"NoLabel*"
"2253",193479149,"NoLabel*"
"2254",193659373,"NoLabel*"
"2255",59261421,"NoLabel*"
"2256",59441645,"NoLabel*"
"2257",176701869,"M1*"
"2258",176882093,"M1*"
"2259",42484141,"M1*"
"2260",42664365,"M1*"
"2261",178799021,"M1*"
"2262",178979245,"M1*"
"2263",44581293,"M1*"
"2264",44761517,"M1*"
"2265",170410285,"M1*"
"2266",170590509,"M1*"
"2267",36192557,"M1*"
"2268",36372781,"M1*"
"2269",187187501,"M1*"
"2270",187367725,"M1*"
"2271",52969773,"M1*"
"2272",53149997,"M1*"
"2273",185090349,"M1*"
"2274",185270573,"M1*"
"2275",50872621,"M1*"
"2276",51052845,"M1*"
"2277",168313133,"M1*"
"2278",168493357,"M1*"
"2279",34095405,"M1*"
"2280",34275629,"M1*"
"2281",172507437,"M1*"
"2282",172687661,"M1*"
"2283",38289709,"M1*"
"2284",38469933,"M1*"
"2285",189284653,"M1*"
"2286",189464877,"M1*"
"2287",55066925,"M1*"
"2288",55247149,"M1*"
"2289",189284621,"M1*"
"2290",189464873,"M1*"
"2291",55066893,"M1*"
"2292",55247145,"M1*"
"2293",172507405,"M1*"
"2294",172687657,"M1*"
"2295",38289677,"M1*"
"2296",38469929,"M1*"
"2297",168313101,"M1*"
"2298",168493353,"M1*"
"2299",34095373,"M1*"
"2300",34275625,"M1*"
"2301",185090317,"M1*"
"2302",185270569,"M1*"
"2303",50872589,"M1*"
"2304",51052841,"M1*"
"2305",186138895,"M1*"
"2306",186319147,"M1*"
"2307",51921167,"M1*"
"2308",52101419,"M1*"
"2309",169361679,"M1*"
"2310",169541931,"M1*"
"2311",35143951,"M1*"
"2312",35324203,"M1*"
"2313",173555983,"M1*"
"2314",173736235,"M1*"
"2315",39338255,"M1*"
"2316",39518507,"M1*"
"2317",190333199,"M1*"
"2318",190513451,"M1*"
"2319",56115471,"M1*"
"2320",56295723,"M1*"
"2321",189808910,"M1*"
"2322",189989162,"M1*"
"2323",55591182,"M1*"
"2324",55771434,"M1*"
"2325",173031694,"M1*"
"2326",173211946,"M1*"
"2327",38813966,"M1*"
"2328",38994218,"M1*"
"2329",168837390,"M1*"
"2330",169017642,"M1*"
"2331",34619662,"M1*"
"2332",34799914,"M1*"
"2333",185614606,"M1*"
"2334",185794858,"M1*"
"2335",51396878,"M1*"
"2336",51577130,"M1*"
"2337",135282730,"M1*"
"2338",135463182,"M1*"
"2339",152059946,"M1*"
"2340",152240398,"M1*"
"2341",139477034,"M1*"
"2342",139657486,"M1*"
"2343",156254250,"M1*"
"2344",156434702,"M1*"
"2345",140001323,"M1*"
"2346",140181775,"M1*"
"2347",156778539,"M1*"
"2348",156958991,"M1*"
"2349",135807019,"M1*"
"2350",135987471,"M1*"
"2351",152584235,"M1*"
"2352",152764687,"M1*"
"2353",134758441,"M1*"
"2354",134938893,"M1*"
"2355",151535657,"M1*"
"2356",151716109,"M1*"
"2357",138952745,"M1*"
"2358",139133197,"M1*"
"2359",155729961,"M1*"
"2360",155910413,"M1*"
"2361",138952713,"M1*"
"2362",139133193,"M1*"
"2363",155729929,"M1*"
"2364",155910409,"M1*"
"2365",134758409,"M1*"
"2366",134938889,"M1*"
"2367",151535625,"M1*"
"2368",151716105,"M1*"
"2369",135806987,"M1*"
"2370",135987467,"M1*"
"2371",152584203,"M1*"
"2372",152764683,"M1*"
"2373",140001291,"M1*"
"2374",140181771,"M1*"
"2375",156778507,"M1*"
"2376",156958987,"M1*"
"2377",139477002,"M1*"
"2378",139657482,"M1*"
"2379",156254218,"M1*"
"2380",156434698,"M1*"
"2381",135282698,"M1*"
"2382",135463178,"M1*"
"2383",152059914,"M1*"
"2384",152240394,"M1*"
"2385",138428448,"M0*"
"2386",138608908,"M1*"
"2387",155205664,"M0*"
"2388",155386124,"M1*"
"2389",134234144,"M0*"
"2390",134414604,"M1*"
"2391",151011360,"M0*"
"2392",151191820,"M1*"
"2393",134234112,"M0*"
"2394",134414592,"NoLabel*"
"2395",151011328,"M0*"
"2396",151191808,"NoLabel*"
"2397",138428416,"M0*"
"2398",138608896,"NoLabel*"
"2399",155205632,"M0*"
"2400",155386112,"NoLabel*"
"2401",32768,"M0*"
"2402",67584,"NoLabel*"
"2403",262144,"M0*"
"2404",16809984,"M0*"
"2405",16844800,"NoLabel*"
"2406",17039360,"M0*"
"2407",1081354,"M1*"
"2408",1116160,"NoLabel*"
"2409",1310722,"M0*"
"2410",17858570,"M1*"
"2411",17893376,"NoLabel*"
"2412",18087938,"M0*"
"2413",5275658,"M1*"
"2414",5310464,"NoLabel*"
"2415",5505026,"M0*"
"2416",22052874,"M1*"
"2417",22087680,"NoLabel*"
"2418",22282242,"M0*"
"2419",4227072,"M0*"
"2420",4261888,"NoLabel*"
"2421",4456448,"M0*"
"2422",21004288,"M0*"
"2423",21039104,"NoLabel*"
"2424",21233664,"M0*"
"2425",4751369,"M1*"
"2426",4786177,"NoLabel*"
"2427",4980745,"M1*"
"2428",21528585,"M1*"
"2429",21563393,"NoLabel*"
"2430",21757961,"M1*"
"2431",5799947,"M1*"
"2432",5834753,"NoLabel*"
"2433",6029323,"M1*"
"2434",22577163,"M1*"
"2435",22611969,"NoLabel*"
"2436",22806539,"M1*"
"2437",1605643,"M1*"
"2438",1640449,"NoLabel*"
"2439",1835019,"M1*"
"2440",18382859,"M1*"
"2441",18417665,"NoLabel*"
"2442",18612235,"M1*"
"2443",557065,"M1*"
"2444",591873,"NoLabel*"
"2445",786441,"M1*"
"2446",17334281,"M1*"
"2447",17369089,"NoLabel*"
"2448",17563657,"M1*"
"2449",34111497,"M1*"
"2450",34146305,"NoLabel*"
"2451",34340873,"M1*"
"2452",50888713,"M1*"
"2453",50923521,"NoLabel*"
"2454",51118089,"M1*"
"2455",35160075,"M1*"
"2456",35194881,"NoLabel*"
"2457",35389451,"M1*"
"2458",51937291,"M1*"
"2459",51972097,"NoLabel*"
"2460",52166667,"M1*"
"2461",39354379,"M1*"
"2462",39389185,"NoLabel*"
"2463",39583755,"M1*"
"2464",56131595,"M1*"
"2465",56166401,"NoLabel*"
"2466",56360971,"M1*"
"2467",38305801,"M1*"
"2468",38340609,"NoLabel*"
"2469",38535177,"M1*"
"2470",55083017,"M1*"
"2471",55117825,"NoLabel*"
"2472",55312393,"M1*"
"2473",37781504,"M0*"
"2474",37816320,"NoLabel*"
"2475",38010880,"M0*"
"2476",54558720,"M0*"
"2477",54593536,"NoLabel*"
"2478",54788096,"M0*"
"2479",38830090,"M1*"
"2480",38864896,"NoLabel*"
"2481",39059458,"M0*"
"2482",55607306,"M1*"
"2483",55642112,"NoLabel*"
"2484",55836674,"M0*"
"2485",34635786,"M1*"
"2486",34670592,"NoLabel*"
"2487",34865154,"M0*"
"2488",51413002,"M1*"
"2489",51447808,"NoLabel*"
"2490",51642370,"M0*"
"2491",33587200,"M0*"
"2492",33622016,"NoLabel*"
"2493",33816576,"M0*"
"2494",50364416,"M0*"
"2495",50399232,"NoLabel*"
"2496",50593792,"M0*"
"2497",33654784,"M2c*"
"2498",33884160,"NoLabel*"
"2499",33849344,"M0*"
"2500",50432000,"M2c*"
"2501",50661376,"NoLabel*"
"2502",50626560,"M0*"
"2503",34703360,"M2c*"
"2504",34932736,"NoLabel*"
"2505",34897922,"M0*"
"2506",51480576,"M2c*"
"2507",51709952,"NoLabel*"
"2508",51675138,"M0*"
"2509",38897664,"M2c*"
"2510",39127040,"NoLabel*"
"2511",39092226,"M0*"
"2512",55674880,"M2c*"
"2513",55904256,"NoLabel*"
"2514",55869442,"M0*"
"2515",37849088,"M2c*"
"2516",38078464,"NoLabel*"
"2517",38043648,"M0*"
"2518",54626304,"M2c*"
"2519",54855680,"NoLabel*"
"2520",54820864,"M0*"
"2521",38373377,"M2c*"
"2522",38602753,"NoLabel*"
"2523",38567945,"M1*"
"2524",55150593,"M2c*"
"2525",55379969,"NoLabel*"
"2526",55345161,"M1*"
"2527",39421953,"M2c*"
"2528",39651329,"NoLabel*"
"2529",39616523,"M1*"
"2530",56199169,"M2c*"
"2531",56428545,"NoLabel*"
"2532",56393739,"M1*"
"2533",35227649,"M2c*"
"2534",35457025,"NoLabel*"
"2535",35422219,"M1*"
"2536",52004865,"M2c*"
"2537",52234241,"NoLabel*"
"2538",52199435,"M1*"
"2539",34179073,"M2c*"
"2540",34408449,"NoLabel*"
"2541",34373641,"M1*"
"2542",50956289,"M2c*"
"2543",51185665,"NoLabel*"
"2544",51150857,"M1*"
"2545",624641,"M2c*"
"2546",854017,"NoLabel*"
"2547",819209,"M1*"
"2548",17401857,"M2c*"
"2549",17631233,"NoLabel*"
"2550",17596425,"M1*"
"2551",1673217,"M2c*"
"2552",1902593,"NoLabel*"
"2553",1867787,"M1*"
"2554",18450433,"M2c*"
"2555",18679809,"NoLabel*"
"2556",18645003,"M1*"
"2557",5867521,"M2c*"
"2558",6096897,"NoLabel*"
"2559",6062091,"M1*"
"2560",22644737,"M2c*"
"2561",22874113,"NoLabel*"
"2562",22839307,"M1*"
"2563",4818945,"M2c*"
"2564",5048321,"NoLabel*"
"2565",5013513,"M1*"
"2566",21596161,"M2c*"
"2567",21825537,"NoLabel*"
"2568",21790729,"M1*"
"2569",4294656,"M2c*"
"2570",4524032,"NoLabel*"
"2571",4489216,"M0*"
"2572",21071872,"M2c*"
"2573",21301248,"NoLabel*"
"2574",21266432,"M0*"
"2575",5343232,"M2c*"
"2576",5572608,"NoLabel*"
"2577",5537794,"M0*"
"2578",22120448,"M2c*"
"2579",22349824,"NoLabel*"
"2580",22315010,"M0*"
"2581",1148928,"M2c*"
"2582",1378304,"NoLabel*"
"2583",1343490,"M0*"
"2584",17926144,"M2c*"
"2585",18155520,"NoLabel*"
"2586",18120706,"M0*"
"2587",100352,"M2c*"
"2588",329728,"NoLabel*"
"2589",294912,"M0*"
"2590",16877568,"M2c*"
"2591",17106944,"NoLabel*"
"2592",17072128,"M0*"
"2593",2722053,"M2b*"
"2594",2951173,"NoLabel*"
"2595",2916397,"M1*"
"2596",19499269,"M2b*"
"2597",19728389,"NoLabel*"
"2598",19693613,"M1*"
"2599",3770629,"M2b*"
"2600",3999749,"NoLabel*"
"2601",3964975,"M1*"
"2602",20547845,"M2b*"
"2603",20776965,"NoLabel*"
"2604",20742191,"M1*"
"2605",3246340,"M2b*"
"2606",3475460,"NoLabel*"
"2607",3440678,"M0*"
"2608",20023556,"M2b*"
"2609",20252676,"NoLabel*"
"2610",20217894,"M0*"
"2611",2197764,"M2b*"
"2612",2426884,"NoLabel*"
"2613",2392100,"M0*"
"2614",18974980,"M2b*"
"2615",19204100,"NoLabel*"
"2616",19169316,"M0*"
"2617",26315204,"NoLabel*"
"2618",26544320,"M2d*"
"2619",26509538,"NoLabel*"
"2620",25266628,"NoLabel*"
"2621",25495744,"M2d*"
"2622",25460960,"NoLabel*"
"2623",9537924,"M2b*"
"2624",9767040,"NoLabel*"
"2625",9732258,"M0*"
"2626",8489348,"M2b*"
"2627",8718464,"NoLabel*"
"2628",8683680,"M0*"
"2629",10062213,"M2b*"
"2630",10291329,"NoLabel*"
"2631",10256555,"M1*"
"2632",9013637,"M2b*"
"2633",9242753,"NoLabel*"
"2634",9207977,"M1*"
"2635",26839493,"NoLabel*"
"2636",27068609,"M2d*"
"2637",27033835,"NoLabel*"
"2638",25790917,"NoLabel*"
"2639",26020033,"M2d*"
"2640",25985257,"NoLabel*"
"2641",28936645,"NoLabel*"
"2642",29165765,"M2d*"
"2643",29130991,"NoLabel*"
"2644",27888069,"NoLabel*"
"2645",28117189,"M2d*"
"2646",28082413,"NoLabel*"
"2647",12159365,"M2b*"
"2648",12388485,"NoLabel*"
"2649",12353711,"M1*"
"2650",11110789,"M2b*"
"2651",11339909,"NoLabel*"
"2652",11305133,"M1*"
"2653",28412356,"NoLabel*"
"2654",28641476,"M2d*"
"2655",28606694,"NoLabel*"
"2656",27363780,"NoLabel*"
"2657",27592900,"M2d*"
"2658",27558116,"NoLabel*"
"2659",11635076,"M2b*"
"2660",11864196,"NoLabel*"
"2661",11829414,"M0*"
"2662",10586500,"M2b*"
"2663",10815620,"NoLabel*"
"2664",10780836,"M0*"
"2665",449579325,"M2b*"
"2666",449710397,"M2b*"
"2667",449726781,"M2b*"
"2668",449792317,"M2b*"
"2669",449661245,"M2b*"
"2670",449644861,"M2b*"
"2671",181143869,"M2b*"
"2672",181274941,"M2b*"
"2673",181291325,"M2b*"
"2674",181356861,"M2b*"
"2675",181225789,"M2b*"
"2676",181209405,"M2b*"
"2677",315361597,"M2b*"
"2678",315492669,"M2b*"
"2679",315509053,"M2b*"
"2680",315574589,"M2b*"
"2681",315443517,"M2b*"
"2682",315427133,"M2b*"
"2683",46926141,"M2b*"
"2684",47057213,"M2b*"
"2685",47073597,"M2b*"
"2686",47139133,"M2b*"
"2687",47008061,"M2b*"
"2688",46991677,"M2b*"
"2689",281807165,"M2b*"
"2690",281938237,"M2b*"
"2691",281954621,"M2b*"
"2692",282020157,"M2b*"
"2693",281889085,"M2b*"
"2694",281872701,"M2b*"
"2695",13371709,"M2b*"
"2696",13502781,"M2b*"
"2697",13519165,"M2b*"
"2698",13584701,"M2b*"
"2699",13453629,"M2b*"
"2700",13437245,"M2b*"
"2701",416024893,"M2b*"
"2702",416155965,"M2b*"
"2703",416172349,"M2b*"
"2704",416237885,"M2b*"
"2705",416106813,"M2b*"
"2706",416090429,"M2b*"
"2707",147589437,"M2b*"
"2708",147720509,"M2b*"
"2709",147736893,"M2b*"
"2710",147802429,"M2b*"
"2711",147671357,"M2b*"
"2712",147654973,"M2b*"
"2713",432802109,"M2b*"
"2714",432933181,"M2b*"
"2715",432949565,"M2b*"
"2716",433015101,"M2b*"
"2717",432884029,"M2b*"
"2718",432867645,"M2b*"
"2719",164366653,"M2b*"
"2720",164497725,"M2b*"
"2721",164514109,"M2b*"
"2722",164579645,"M2b*"
"2723",164448573,"M2b*"
"2724",164432189,"M2b*"
"2725",298584381,"M2b*"
"2726",298715453,"M2b*"
"2727",298731837,"M2b*"
"2728",298797373,"M2b*"
"2729",298666301,"M2b*"
"2730",298649917,"M2b*"
"2731",30148925,"M2b*"
"2732",30279997,"M2b*"
"2733",30296381,"M2b*"
"2734",30361917,"M2b*"
"2735",30230845,"M2b*"
"2736",30214461,"M2b*"
"2737",332138813,"M2b*"
"2738",332269885,"M2b*"
"2739",332286269,"M2b*"
"2740",332351805,"M2b*"
"2741",332220733,"M2b*"
"2742",332204349,"M2b*"
"2743",63703357,"M2b*"
"2744",63834429,"M2b*"
"2745",63850813,"M2b*"
"2746",63916349,"M2b*"
"2747",63785277,"M2b*"
"2748",63768893,"M2b*"
"2749",466356541,"M2b*"
"2750",466487613,"M2b*"
"2751",466503997,"M2b*"
"2752",466569533,"M2b*"
"2753",466438461,"M2b*"
"2754",466422077,"M2b*"
"2755",197921085,"M2b*"
"2756",198052157,"M2b*"
"2757",198068541,"M2b*"
"2758",198134077,"M2b*"
"2759",198003005,"M2b*"
"2760",197986621,"M2b*"
"2761",460065085,"M2b*"
"2762",460196157,"M2b*"
"2763",460212541,"M2b*"
"2764",460278077,"M2b*"
"2765",460147005,"M2b*"
"2766",460130621,"M2b*"
"2767",191629629,"M2b*"
"2768",191760701,"M2b*"
"2769",191777085,"M2b*"
"2770",191842621,"M2b*"
"2771",191711549,"M2b*"
"2772",191695165,"M2b*"
"2773",325847357,"M2b*"
"2774",325978429,"M2b*"
"2775",325994813,"M2b*"
"2776",326060349,"M2b*"
"2777",325929277,"M2b*"
"2778",325912893,"M2b*"
"2779",57411901,"M2b*"
"2780",57542973,"M2b*"
"2781",57559357,"M2b*"
"2782",57624893,"M2b*"
"2783",57493821,"M2b*"
"2784",57477437,"M2b*"
"2785",292292925,"M2b*"
"2786",292423997,"M2b*"
"2787",292440381,"M2b*"
"2788",292505917,"M2b*"
"2789",292374845,"M2b*"
"2790",292358461,"M2b*"
"2791",23857469,"M2b*"
"2792",23988541,"M2b*"
"2793",24004925,"M2b*"
"2794",24070461,"M2b*"
"2795",23939389,"M2b*"
"2796",23923005,"M2b*"
"2797",426510653,"M2b*"
"2798",426641725,"M2b*"
"2799",426658109,"M2b*"
"2800",426723645,"M2b*"
"2801",426592573,"M2b*"
"2802",426576189,"M2b*"
"2803",158075197,"M2b*"
"2804",158206269,"M2b*"
"2805",158222653,"M2b*"
"2806",158288189,"M2b*"
"2807",158157117,"M2b*"
"2808",158140733,"M2b*"
"2809",409733437,"M2b*"
"2810",409864509,"M2b*"
"2811",409880893,"M2b*"
"2812",409946429,"M2b*"
"2813",409815357,"M2b*"
"2814",409798973,"M2b*"
"2815",141297981,"M2b*"
"2816",141429053,"M2b*"
"2817",141445437,"M2b*"
"2818",141510973,"M2b*"
"2819",141379901,"M2b*"
"2820",141363517,"M2b*"
"2821",275515709,"M2b*"
"2822",275646781,"M2b*"
"2823",275663165,"M2b*"
"2824",275728701,"M2b*"
"2825",275597629,"M2b*"
"2826",275581245,"M2b*"
"2827",7080253,"M2b*"
"2828",7211325,"M2b*"
"2829",7227709,"M2b*"
"2830",7293245,"M2b*"
"2831",7162173,"M2b*"
"2832",7145789,"M2b*"
"2833",309070141,"M2b*"
"2834",309201213,"M2b*"
"2835",309217597,"M2b*"
"2836",309283133,"M2b*"
"2837",309152061,"M2b*"
"2838",309135677,"M2b*"
"2839",40634685,"M2b*"
"2840",40765757,"M2b*"
"2841",40782141,"M2b*"
"2842",40847677,"M2b*"
"2843",40716605,"M2b*"
"2844",40700221,"M2b*"
"2845",443287869,"M2b*"
"2846",443418941,"M2b*"
"2847",443435325,"M2b*"
"2848",443500861,"M2b*"
"2849",443369789,"M2b*"
"2850",443353405,"M2b*"
"2851",174852413,"M2b*"
"2852",174983485,"M2b*"
"2853",174999869,"M2b*"
"2854",175065405,"M2b*"
"2855",174934333,"M2b*"
"2856",174917949,"M2b*"
"2857",451676477,"M2b*"
"2858",451807549,"M2b*"
"2859",451823933,"M2b*"
"2860",451889469,"M2b*"
"2861",451758397,"M2b*"
"2862",451742013,"M2b*"
"2863",183241021,"M2b*"
"2864",183372093,"M2b*"
"2865",183388477,"M2b*"
"2866",183454013,"M2b*"
"2867",183322941,"M2b*"
"2868",183306557,"M2b*"
"2869",317458749,"M2b*"
"2870",317589821,"M2b*"
"2871",317606205,"M2b*"
"2872",317671741,"M2b*"
"2873",317540669,"M2b*"
"2874",317524285,"M2b*"
"2875",49023293,"M2b*"
"2876",49154365,"M2b*"
"2877",49170749,"M2b*"
"2878",49236285,"M2b*"
"2879",49105213,"M2b*"
"2880",49088829,"M2b*"
"2881",283904317,"M2b*"
"2882",284035389,"M2b*"
"2883",284051773,"M2b*"
"2884",284117309,"M2b*"
"2885",283986237,"M2b*"
"2886",283969853,"M2b*"
"2887",15468861,"M2b*"
"2888",15599933,"M2b*"
"2889",15616317,"M2b*"
"2890",15681853,"M2b*"
"2891",15550781,"M2b*"
"2892",15534397,"M2b*"
"2893",418122045,"M2b*"
"2894",418253117,"M2b*"
"2895",418269501,"M2b*"
"2896",418335037,"M2b*"
"2897",418203965,"M2b*"
"2898",418187581,"M2b*"
"2899",149686589,"M2b*"
"2900",149817661,"M2b*"
"2901",149834045,"M2b*"
"2902",149899581,"M2b*"
"2903",149768509,"M2b*"
"2904",149752125,"M2b*"
"2905",434899261,"M2b*"
"2906",435030333,"M2b*"
"2907",435046717,"M2b*"
"2908",435112253,"M2b*"
"2909",434981181,"M2b*"
"2910",434964797,"M2b*"
"2911",166463805,"M2b*"
"2912",166594877,"M2b*"
"2913",166611261,"M2b*"
"2914",166676797,"M2b*"
"2915",166545725,"M2b*"
"2916",166529341,"M2b*"
"2917",300681533,"M2b*"
"2918",300812605,"M2b*"
"2919",300828989,"M2b*"
"2920",300894525,"M2b*"
"2921",300763453,"M2b*"
"2922",300747069,"M2b*"
"2923",32246077,"M2b*"
"2924",32377149,"M2b*"
"2925",32393533,"M2b*"
"2926",32459069,"M2b*"
"2927",32327997,"M2b*"
"2928",32311613,"M2b*"
"2929",334235965,"M2b*"
"2930",334367037,"M2b*"
"2931",334383421,"M2b*"
"2932",334448957,"M2b*"
"2933",334317885,"M2b*"
"2934",334301501,"M2b*"
"2935",65800509,"M2b*"
"2936",65931581,"M2b*"
"2937",65947965,"M2b*"
"2938",66013501,"M2b*"
"2939",65882429,"M2b*"
"2940",65866045,"M2b*"
"2941",468453693,"M2b*"
"2942",468584765,"M2b*"
"2943",468601149,"M2b*"
"2944",468666685,"M2b*"
"2945",468535613,"M2b*"
"2946",468519229,"M2b*"
"2947",200018237,"M2b*"
"2948",200149309,"M2b*"
"2949",200165693,"M2b*"
"2950",200231229,"M2b*"
"2951",200100157,"M2b*"
"2952",200083773,"M2b*"
"2953",465832252,"M2b*"
"2954",465963324,"M2b*"
"2955",465979708,"M2b*"
"2956",466045244,"M2b*"
"2957",465914172,"M2b*"
"2958",465897788,"M2b*"
"2959",197396796,"M2b*"
"2960",197527868,"M2b*"
"2961",197544252,"M2b*"
"2962",197609788,"M2b*"
"2963",197478716,"M2b*"
"2964",197462332,"M2b*"
"2965",331614524,"M2b*"
"2966",331745596,"M2b*"
"2967",331761980,"M2b*"
"2968",331827516,"M2b*"
"2969",331696444,"M2b*"
"2970",331680060,"M2b*"
"2971",63179068,"M2b*"
"2972",63310140,"M2b*"
"2973",63326524,"M2b*"
"2974",63392060,"M2b*"
"2975",63260988,"M2b*"
"2976",63244604,"M2b*"
"2977",298060092,"M2b*"
"2978",298191164,"M2b*"
"2979",298207548,"M2b*"
"2980",298273084,"M2b*"
"2981",298142012,"M2b*"
"2982",298125628,"M2b*"
"2983",29624636,"M2b*"
"2984",29755708,"M2b*"
"2985",29772092,"M2b*"
"2986",29837628,"M2b*"
"2987",29706556,"M2b*"
"2988",29690172,"M2b*"
"2989",432277820,"M2b*"
"2990",432408892,"M2b*"
"2991",432425276,"M2b*"
"2992",432490812,"M2b*"
"2993",432359740,"M2b*"
"2994",432343356,"M2b*"
"2995",163842364,"M2b*"
"2996",163973436,"M2b*"
"2997",163989820,"M2b*"
"2998",164055356,"M2b*"
"2999",163924284,"M2b*"
"3000",163907900,"M2b*"
"3001",415500604,"M2b*"
"3002",415631676,"M2b*"
"3003",415648060,"M2b*"
"3004",415713596,"M2b*"
"3005",415582524,"M2b*"
"3006",415566140,"M2b*"
"3007",147065148,"M2b*"
"3008",147196220,"M2b*"
"3009",147212604,"M2b*"
"3010",147278140,"M2b*"
"3011",147147068,"M2b*"
"3012",147130684,"M2b*"
"3013",281282876,"M2b*"
"3014",281413948,"M2b*"
"3015",281430332,"M2b*"
"3016",281495868,"M2b*"
"3017",281364796,"M2b*"
"3018",281348412,"M2b*"
"3019",12847420,"M2b*"
"3020",12978492,"M2b*"
"3021",12994876,"M2b*"
"3022",13060412,"M2b*"
"3023",12929340,"M2b*"
"3024",12912956,"M2b*"
"3025",314837308,"M2b*"
"3026",314968380,"M2b*"
"3027",314984764,"M2b*"
"3028",315050300,"M2b*"
"3029",314919228,"M2b*"
